filename,fold,target,primary_label,durations
405926.wav,2,10,grrwar1,53.3835625
405923.wav,1,10,grrwar1,24.3230625
405920.wav,1,10,grrwar1,50.5563125
402250.wav,1,10,grrwar1,25.752
401731.wav,1,10,grrwar1,39.312375
401472.wav,2,10,grrwar1,25.420375
401468.wav,1,10,grrwar1,34.17925
395300.wav,2,10,grrwar1,87.936
385559.wav,2,10,grrwar1,28.369
383515.wav,1,10,grrwar1,32.7053125
382926.wav,2,10,grrwar1,59.690875
382171.wav,1,10,grrwar1,27.377375
382170.wav,2,10,grrwar1,22.779875
382169.wav,1,10,grrwar1,37.3561875
382168.wav,1,10,grrwar1,29.3888125
382011.wav,2,10,grrwar1,88.0020625
381177.wav,1,10,grrwar1,19.0323125
381176.wav,2,10,grrwar1,45.5549375
381011.wav,1,10,grrwar1,45.4791875
379587.wav,2,10,grrwar1,52.728
378348.wav,2,10,grrwar1,7.3143125
376635.wav,1,10,grrwar1,47.711625
376584.wav,2,10,grrwar1,43.8165
376582.wav,2,10,grrwar1,15.4675625
376579.wav,2,10,grrwar1,20.203375
375857.wav,1,10,grrwar1,89.457875
375320.wav,1,10,grrwar1,40.071875
374834.wav,1,10,grrwar1,71.568
373672.wav,2,10,grrwar1,87.3806875
373112.wav,2,10,grrwar1,62.1813125
373111.wav,1,10,grrwar1,16.8561875
371601.wav,2,10,grrwar1,30.902875
371013.wav,2,10,grrwar1,26.7755
369910.wav,1,10,grrwar1,89.7839375
369813.wav,2,10,grrwar1,28.3429375
368122.wav,1,10,grrwar1,87.0933125
367079.wav,1,10,grrwar1,45.3485625
367078.wav,2,10,grrwar1,57.19075
364950.wav,1,10,grrwar1,51.5715
364289.wav,2,10,grrwar1,38.64
364288.wav,1,10,grrwar1,56.808
347292.wav,2,10,grrwar1,29.2869375
347291.wav,1,10,grrwar1,33.26125
347290.wav,1,10,grrwar1,9.883
347288.wav,1,10,grrwar1,7.4890625
343786.wav,1,10,grrwar1,90.2791875
343283.wav,2,10,grrwar1,80.064
341532.wav,2,10,grrwar1,36.6414375
336505.wav,1,10,grrwar1,16.0925
334637.wav,1,10,grrwar1,59.8204375
330323.wav,1,10,grrwar1,42.3455625
329530.wav,2,10,grrwar1,49.294125
329529.wav,1,10,grrwar1,64.0794375
325359.wav,2,10,grrwar1,48.431
322549.wav,1,10,grrwar1,80.6933125
322326.wav,1,10,grrwar1,17.712125
322182.wav,2,10,grrwar1,47.616
320974.wav,1,10,grrwar1,22.4925
320132.wav,2,10,grrwar1,49.896
319528.wav,1,10,grrwar1,86.047375
316403.wav,2,10,grrwar1,76.6138125
315970.wav,1,10,grrwar1,90.911
315360.wav,2,10,grrwar1,97.257
315325.wav,2,10,grrwar1,29.8399375
315324.wav,2,10,grrwar1,14.4341875
315323.wav,1,10,grrwar1,14.498125
314607.wav,2,10,grrwar1,26.736
313401.wav,2,10,grrwar1,60.73575
306191.wav,2,10,grrwar1,45.36
291582.wav,1,10,grrwar1,81.571625
287127.wav,2,10,grrwar1,26.300125
281529.wav,1,10,grrwar1,66.586125
281528.wav,1,10,grrwar1,43.546125
281527.wav,1,10,grrwar1,45.6620625
270203.wav,1,10,grrwar1,57.0253125
261475.wav,1,10,grrwar1,98.143125
256475.wav,2,10,grrwar1,14.1333125
248084.wav,1,10,grrwar1,25.44325
247482.wav,1,10,grrwar1,62.1186875
247481.wav,1,10,grrwar1,98.3545
247462.wav,2,10,grrwar1,23.6160625
246856.wav,2,10,grrwar1,75.155375
246322.wav,2,10,grrwar1,82.7820625
244365.wav,2,10,grrwar1,49.038375
243577.wav,2,10,grrwar1,60.42125
225359.wav,2,10,grrwar1,72.071875
217902.wav,1,10,grrwar1,64.5485625
214094.wav,1,10,grrwar1,97.9330625
193623.wav,2,10,grrwar1,24.216
186550.wav,2,10,grrwar1,48.770625
184382.wav,1,10,grrwar1,48.024
184312.wav,2,10,grrwar1,37.2516875
180900.wav,2,10,grrwar1,61.0
180757.wav,2,10,grrwar1,74.60575
178960.wav,1,10,grrwar1,46.849
178876.wav,1,10,grrwar1,85.705
178869.wav,1,10,grrwar1,90.769
178865.wav,1,10,grrwar1,44.257
178864.wav,2,10,grrwar1,20.689
178551.wav,2,10,grrwar1,73.4051875
178549.wav,1,10,grrwar1,48.9023125
168720.wav,2,10,grrwar1,66.72
162861.wav,2,10,grrwar1,48.509375
161514.wav,2,10,grrwar1,45.3485625
157120.wav,2,10,grrwar1,25.037625
157119.wav,2,10,grrwar1,55.755125
155522.wav,2,10,grrwar1,59.5689375
149981.wav,1,10,grrwar1,27.4808125
144968.wav,2,10,grrwar1,69.053125
142676.wav,2,10,grrwar1,27.8996875
142136.wav,2,10,grrwar1,73.368
140530.wav,1,10,grrwar1,66.0898125
140047.wav,2,10,grrwar1,31.5820625
139555.wav,1,10,grrwar1,48.0391875
137857.wav,1,10,grrwar1,68.592
136005.wav,1,10,grrwar1,46.632
136004.wav,1,10,grrwar1,40.368
135424.wav,1,10,grrwar1,77.4791875
134613.wav,1,10,grrwar1,66.2988125
134483.wav,1,10,grrwar1,60.455875
134206.wav,1,10,grrwar1,22.416
134089.wav,2,10,grrwar1,47.3911875
134082.wav,2,10,grrwar1,61.0135625
131536.wav,2,10,grrwar1,40.632
131004.wav,2,10,grrwar1,77.5200625
129485.wav,1,10,grrwar1,57.552
120933.wav,1,10,grrwar1,91.6845
110375.wav,1,10,grrwar1,96.7053125
107489.wav,1,10,grrwar1,48.9535
106932.wav,1,10,grrwar1,24.502875
103869.wav,2,10,grrwar1,23.6930625
103169.wav,2,10,grrwar1,61.1004375
101946.wav,2,10,grrwar1,16.2481875
101945.wav,2,10,grrwar1,53.4465625
101521.wav,1,10,grrwar1,41.6914375
100559.wav,1,10,grrwar1,51.7893125
100557.wav,2,10,grrwar1,26.8024375
100330.wav,1,10,grrwar1,49.301375
99854.wav,2,10,grrwar1,38.76
83213.wav,2,10,grrwar1,87.5101875
81903.wav,2,10,grrwar1,41.247375
79581.wav,2,10,grrwar1,58.3053125
79035.wav,2,10,grrwar1,53.577125
79034.wav,1,10,grrwar1,62.4849375
77935.wav,1,10,grrwar1,72.116875
74660.wav,2,10,grrwar1,74.057125
56175.wav,1,10,grrwar1,58.3314375
54915.wav,1,10,grrwar1,35.0563125
54029.wav,2,10,grrwar1,35.0543125
50432.wav,2,10,grrwar1,26.4620625
48348.wav,1,10,grrwar1,44.117375
42449.wav,2,10,grrwar1,36.8326875
37397.wav,2,10,grrwar1,48.457125
35419.wav,1,10,grrwar1,71.810625
35334.wav,1,10,grrwar1,59.016
22698.wav,1,10,grrwar1,64.05225
18967.wav,2,10,grrwar1,34.0636875
687651.wav,1,10,grrwar1,46.9159375
686894.wav,2,10,grrwar1,70.9298125
686890.wav,2,10,grrwar1,20.166625
666634.wav,1,10,grrwar1,48.4138125
666632.wav,1,10,grrwar1,31.85775
664446.wav,1,10,grrwar1,43.486
662846.wav,2,10,grrwar1,27.19175
659736.wav,1,10,grrwar1,55.9945625
656952.wav,2,10,grrwar1,80.3410625
655916.wav,2,10,grrwar1,12.6766875
655538.wav,1,10,grrwar1,31.602
653637.wav,1,10,grrwar1,48.425
651705.wav,1,10,grrwar1,52.96475
651596.wav,2,10,grrwar1,34.777375
650978.wav,2,10,grrwar1,61.143625
649768.wav,1,10,grrwar1,24.0588125
648926.wav,1,10,grrwar1,33.504
647441.wav,2,10,grrwar1,10.86
646215.wav,1,10,grrwar1,23.170625
646214.wav,2,10,grrwar1,88.8424375
646064.wav,2,10,grrwar1,81.2669375
615007.wav,2,10,grrwar1,20.308875
595368.wav,2,10,grrwar1,55.99775
586730.wav,1,10,grrwar1,11.4029375
585552.wav,2,10,grrwar1,29.907
584956.wav,2,10,grrwar1,38.0643125
584171.wav,2,10,grrwar1,72.6838125
583156.wav,2,10,grrwar1,23.30125
578410.wav,1,10,grrwar1,89.840125
576319.wav,2,10,grrwar1,37.8038125
574921.wav,1,10,grrwar1,23.59175
573628.wav,2,10,grrwar1,58.337875
570720.wav,1,10,grrwar1,30.2236875
570718.wav,2,10,grrwar1,62.850625
570079.wav,2,10,grrwar1,17.728625
570077.wav,2,10,grrwar1,23.6273125
570076.wav,2,10,grrwar1,41.0381875
566055.wav,1,10,grrwar1,55.19925
565629.wav,1,10,grrwar1,50.0245
563689.wav,2,10,grrwar1,46.315125
562782.wav,2,10,grrwar1,67.12775
561988.wav,2,10,grrwar1,18.2
561977.wav,1,10,grrwar1,51.2605625
561793.wav,1,10,grrwar1,93.17625
560149.wav,2,10,grrwar1,20.1404375
558970.wav,2,10,grrwar1,93.621375
558421.wav,2,10,grrwar1,40.5624375
558019.wav,2,10,grrwar1,57.2270625
557489.wav,2,10,grrwar1,66.6026875
557485.wav,1,10,grrwar1,48.512
556732.wav,1,10,grrwar1,86.8049375
556705.wav,1,10,grrwar1,34.993625
555948.wav,1,10,grrwar1,84.427
555656.wav,2,10,grrwar1,10.0693125
555231.wav,2,10,grrwar1,96.863125
555230.wav,2,10,grrwar1,82.80925
553695.wav,1,10,grrwar1,53.573
553273.wav,1,10,grrwar1,7.608
543208.wav,2,10,grrwar1,19.1796875
543206.wav,1,10,grrwar1,6.5594375
534854.wav,2,10,grrwar1,32.5746875
528603.wav,2,10,grrwar1,20.689
524481.wav,1,10,grrwar1,66.09125
523724.wav,1,10,grrwar1,28.0093125
522426.wav,1,10,grrwar1,27.355
519907.wav,1,10,grrwar1,54.961625
513348.wav,2,10,grrwar1,21.87925
512873.wav,2,10,grrwar1,46.471875
511183.wav,2,10,grrwar1,80.307875
490342.wav,1,10,grrwar1,74.9191875
489179.wav,1,10,grrwar1,37.5390625
488300.wav,2,10,grrwar1,64.130625
484851.wav,1,10,grrwar1,10.1335
478412.wav,2,10,grrwar1,18.07675
477541.wav,2,10,grrwar1,39.8785625
476963.wav,2,10,grrwar1,64.392
476959.wav,2,10,grrwar1,43.512
476958.wav,2,10,grrwar1,55.992
476642.wav,2,10,grrwar1,28.290625
476641.wav,2,10,grrwar1,41.7175625
476086.wav,2,10,grrwar1,98.7175
473523.wav,2,10,grrwar1,82.548
473504.wav,1,10,grrwar1,57.28075
471549.wav,2,10,grrwar1,37.48575
471275.wav,2,10,grrwar1,36.474
467405.wav,2,10,grrwar1,39.471
452331.wav,2,10,grrwar1,90.4881875
448264.wav,2,10,grrwar1,45.139625
424245.wav,1,10,grrwar1,38.192125
420465.wav,2,10,grrwar1,14.158375
418354.wav,1,10,grrwar1,43.4541875
417594.wav,2,10,grrwar1,47.229375
414945.wav,1,10,grrwar1,73.082875
414629.wav,2,10,grrwar1,51.770125
411317.wav,1,10,grrwar1,57.48
405929.wav,1,10,grrwar1,76.9935625
405919.wav,1,10,grrwar1,25.5236875
402889.wav,1,10,grrwar1,16.759
393022.wav,1,10,grrwar1,24.417125
393021.wav,2,10,grrwar1,21.3371875
393019.wav,2,10,grrwar1,20.5085625
393016.wav,1,10,grrwar1,12.157625
387394.wav,2,10,grrwar1,37.0426875
383372.wav,1,10,grrwar1,44.17825
377794.wav,1,10,grrwar1,93.327875
377680.wav,1,10,grrwar1,9.4133125
376637.wav,2,10,grrwar1,36.1680625
376577.wav,2,10,grrwar1,28.6485
376575.wav,2,10,grrwar1,27.617125
373152.wav,1,10,grrwar1,6.0604375
372926.wav,2,10,grrwar1,14.001625
370701.wav,1,10,grrwar1,67.0439375
366635.wav,2,10,grrwar1,17.7643125
366623.wav,2,10,grrwar1,44.226375
366044.wav,1,10,grrwar1,10.475125
358978.wav,1,10,grrwar1,22.7265625
356984.wav,2,10,grrwar1,16.997
323584.wav,1,10,grrwar1,25.153
322350.wav,1,10,grrwar1,47.490625
321516.wav,2,10,grrwar1,30.4455625
320991.wav,2,10,grrwar1,68.68725
320139.wav,2,10,grrwar1,73.53425
318638.wav,1,10,grrwar1,12.4081875
317834.wav,2,10,grrwar1,75.2058125
317702.wav,1,10,grrwar1,13.3746875
317025.wav,2,10,grrwar1,36.8326875
306190.wav,1,10,grrwar1,45.48
306151.wav,2,10,grrwar1,70.32
306058.wav,2,10,grrwar1,34.104
303655.wav,1,10,grrwar1,49.8099375
297417.wav,2,10,grrwar1,17.6658125
291584.wav,1,10,grrwar1,20.101125
287126.wav,2,10,grrwar1,66.6401875
279760.wav,1,10,grrwar1,23.5624375
278476.wav,2,10,grrwar1,97.619625
277477.wav,1,10,grrwar1,70.24325
270351.wav,2,10,grrwar1,92.4735
270234.wav,2,10,grrwar1,89.730625
269372.wav,1,10,grrwar1,48.0130625
267179.wav,2,10,grrwar1,31.6081875
267178.wav,1,10,grrwar1,31.1640625
267177.wav,2,10,grrwar1,53.942875
267175.wav,1,10,grrwar1,60.9436875
263302.wav,1,10,grrwar1,20.64
263300.wav,1,10,grrwar1,6.72
256482.wav,2,10,grrwar1,54.04075
251934.wav,2,10,grrwar1,94.4173125
247631.wav,2,10,grrwar1,34.742875
247051.wav,2,10,grrwar1,82.0624375
246389.wav,2,10,grrwar1,20.3786875
246325.wav,1,10,grrwar1,99.3175625
240754.wav,1,10,grrwar1,79.152125
240498.wav,2,10,grrwar1,11.2065625
237827.wav,1,10,grrwar1,60.0
237755.wav,1,10,grrwar1,33.9804375
237425.wav,1,10,grrwar1,39.1053125
236603.wav,1,10,grrwar1,83.801875
215950.wav,1,10,grrwar1,98.913625
215604.wav,2,10,grrwar1,40.9498125
214426.wav,1,10,grrwar1,56.2165625
204583.wav,1,10,grrwar1,14.884625
197697.wav,2,10,grrwar1,13.7143125
186078.wav,1,10,grrwar1,23.04
182275.wav,2,10,grrwar1,73.247375
181551.wav,2,10,grrwar1,95.973875
181300.wav,1,10,grrwar1,15.72775
180031.wav,1,10,grrwar1,31.355625
179140.wav,2,10,grrwar1,95.857
178959.wav,2,10,grrwar1,74.857
178201.wav,2,10,grrwar1,79.0865625
177308.wav,2,10,grrwar1,32.0271875
176250.wav,2,10,grrwar1,28.0988125
170897.wav,2,10,grrwar1,52.635
164030.wav,1,10,grrwar1,18.9985625
152778.wav,1,10,grrwar1,77.4791875
148553.wav,1,10,grrwar1,45.7690625
137496.wav,1,10,grrwar1,31.6081875
136096.wav,2,10,grrwar1,56.0665625
135436.wav,1,10,grrwar1,73.607625
133684.wav,1,10,grrwar1,6.2105625
133683.wav,1,10,grrwar1,25.2865625
120500.wav,1,10,grrwar1,89.661375
102071.wav,1,10,grrwar1,45.3485625
100323.wav,2,10,grrwar1,32.3801875
84313.wav,2,10,grrwar1,40.056
81904.wav,2,10,grrwar1,40.1763125
77639.wav,2,10,grrwar1,16.0391875
77638.wav,1,10,grrwar1,8.5159375
77637.wav,2,10,grrwar1,19.8530625
70881.wav,1,10,grrwar1,38.1649375
57870.wav,1,10,grrwar1,14.34125
53686.wav,1,10,grrwar1,25.991875
50484.wav,1,10,grrwar1,74.0049375
37942.wav,2,10,grrwar1,66.3249375
36379.wav,1,10,grrwar1,49.032
33842.wav,2,10,grrwar1,45.035125
29710.wav,1,10,grrwar1,53.4
29165.wav,2,10,grrwar1,18.5730625
25442.wav,1,10,grrwar1,78.6285625
25439.wav,2,10,grrwar1,73.7175625
24963.wav,2,10,grrwar1,33.3845
694497.wav,2,10,grrwar1,26.649
674505.wav,1,10,grrwar1,88.9991875
665327.wav,2,10,grrwar1,62.798375
662849.wav,1,10,grrwar1,15.4893125
652655.wav,1,10,grrwar1,25.3496875
652415.wav,2,10,grrwar1,42.936
647999.wav,2,10,grrwar1,84.7100625
610709.wav,2,10,grrwar1,20.175625
570078.wav,2,10,grrwar1,56.53575
567144.wav,1,10,grrwar1,13.1135
566755.wav,1,10,grrwar1,45.7785625
563014.wav,1,10,grrwar1,60.588375
562905.wav,1,10,grrwar1,57.432
562040.wav,1,10,grrwar1,38.0146875
561796.wav,1,10,grrwar1,82.7500625
561037.wav,2,10,grrwar1,96.718375
555683.wav,2,10,grrwar1,21.3106875
549619.wav,1,10,grrwar1,26.9013125
526084.wav,2,10,grrwar1,12.888
524528.wav,1,10,grrwar1,14.156
518804.wav,1,10,grrwar1,19.2050625
489905.wav,2,10,grrwar1,37.820875
483797.wav,1,10,grrwar1,27.12
483796.wav,1,10,grrwar1,17.52
480991.wav,2,10,grrwar1,15.0726875
480235.wav,1,10,grrwar1,51.3706875
478497.wav,1,10,grrwar1,34.1565625
477908.wav,1,10,grrwar1,31.9338125
473397.wav,2,10,grrwar1,45.5801875
473393.wav,2,10,grrwar1,43.388375
457406.wav,2,10,grrwar1,35.860625
431804.wav,1,10,grrwar1,58.3575625
421111.wav,1,10,grrwar1,95.007375
418744.wav,2,10,grrwar1,37.859875
417291.wav,1,10,grrwar1,43.0759375
416386.wav,1,10,grrwar1,32.9926875
416208.wav,1,10,grrwar1,27.6636875
416207.wav,2,10,grrwar1,25.939625
415628.wav,2,10,grrwar1,8.5681875
414527.wav,2,10,grrwar1,22.6743125
409129.wav,1,10,grrwar1,22.533375
376574.wav,1,10,grrwar1,16.69225
373151.wav,2,10,grrwar1,36.6236875
373143.wav,2,10,grrwar1,7.2620625
372108.wav,1,10,grrwar1,28.081625
368204.wav,1,10,grrwar1,15.9346875
340562.wav,2,10,grrwar1,91.795375
333365.wav,2,10,grrwar1,11.2065625
328584.wav,2,10,grrwar1,13.5836875
318036.wav,1,10,grrwar1,41.11675
316460.wav,2,10,grrwar1,17.472
309385.wav,2,10,grrwar1,50.4
307007.wav,2,10,grrwar1,39.8091875
302948.wav,1,10,grrwar1,38.928
279759.wav,1,10,grrwar1,36.049
243950.wav,1,10,grrwar1,81.750375
241968.wav,1,10,grrwar1,31.6084375
240268.wav,1,10,grrwar1,65.306125
208340.wav,1,10,grrwar1,16.746625
208339.wav,1,10,grrwar1,12.19375
208314.wav,2,10,grrwar1,27.3415
208313.wav,2,10,grrwar1,13.2526875
187378.wav,1,10,grrwar1,31.3016875
187084.wav,1,10,grrwar1,14.4729375
181385.wav,2,10,grrwar1,22.909375
180964.wav,2,10,grrwar1,68.8588125
180963.wav,1,10,grrwar1,45.009
180962.wav,2,10,grrwar1,34.899625
180961.wav,1,10,grrwar1,59.8988125
180960.wav,1,10,grrwar1,85.58875
180959.wav,2,10,grrwar1,28.00325
180173.wav,2,10,grrwar1,75.239125
178863.wav,1,10,grrwar1,75.913
177952.wav,2,10,grrwar1,30.4933125
177280.wav,1,10,grrwar1,33.2134375
162399.wav,2,10,grrwar1,15.048
147908.wav,1,10,grrwar1,50.7820625
147907.wav,2,10,grrwar1,76.0946875
147906.wav,2,10,grrwar1,30.537125
90984.wav,1,10,grrwar1,99.393125
81902.wav,2,10,grrwar1,79.41225
71359.wav,1,10,grrwar1,44.617125
50483.wav,2,10,grrwar1,83.6440625
50482.wav,1,10,grrwar1,59.4024375
41450.wav,1,10,grrwar1,38.609
29166.wav,1,10,grrwar1,39.94125
22697.wav,2,10,grrwar1,16.79675
699182.wav,1,10,grrwar1,20.6683125
652471.wav,2,10,grrwar1,12.0
629219.wav,2,10,grrwar1,41.993625
571894.wav,1,10,grrwar1,18.384
569250.wav,2,10,grrwar1,8.2575
552261.wav,1,10,grrwar1,20.4146875
413584.wav,2,10,grrwar1,31.90425
368405.wav,2,10,grrwar1,56.9138125
318037.wav,2,10,grrwar1,31.2685625
318035.wav,1,10,grrwar1,74.057125
208338.wav,2,10,grrwar1,12.609875
187083.wav,1,10,grrwar1,15.5700625
633272.wav,1,10,grrwar1,76.3134375
563554.wav,1,10,grrwar1,71.856
558018.wav,1,10,grrwar1,78.7069375
544831.wav,1,10,grrwar1,85.0153125
462286.wav,2,10,grrwar1,14.089625
176548.wav,1,10,grrwar1,48.3788125
539543.wav,1,11,afrwar1,13.08
648699.wav,1,11,afrwar1,15.2555
648697.wav,2,11,afrwar1,22.2824375
648696.wav,2,11,afrwar1,16.90125
648695.wav,1,11,afrwar1,14.7069375
505261.wav,1,11,afrwar1,25.838375
493212.wav,1,11,afrwar1,32.3711875
470419.wav,2,11,afrwar1,40.023375
451164.wav,1,11,afrwar1,32.8265
431998.wav,2,11,afrwar1,56.223
392274.wav,2,11,afrwar1,73.038375
392273.wav,1,11,afrwar1,95.7126875
386560.wav,1,11,afrwar1,24.7836875
307309.wav,1,11,afrwar1,86.4
279765.wav,2,11,afrwar1,39.3665625
279764.wav,2,11,afrwar1,32.5485625
278116.wav,2,11,afrwar1,44.131125
134484.wav,1,11,afrwar1,27.1283125
62302.wav,2,11,afrwar1,27.062875
57521.wav,2,11,afrwar1,19.9314375
41448.wav,2,11,afrwar1,22.6220625
686117.wav,1,11,afrwar1,57.29375
676669.wav,2,11,afrwar1,46.8680625
657066.wav,2,11,afrwar1,36.049
622802.wav,1,11,afrwar1,26.677
603818.wav,2,11,afrwar1,11.7721875
602588.wav,2,11,afrwar1,17.164625
594130.wav,1,11,afrwar1,20.94525
517389.wav,2,11,afrwar1,34.44
512026.wav,2,11,afrwar1,21.529
505933.wav,2,11,afrwar1,44.3071875
470385.wav,2,11,afrwar1,29.9773125
467755.wav,1,11,afrwar1,36.049
453372.wav,2,11,afrwar1,12.0946875
439718.wav,1,11,afrwar1,52.297125
439715.wav,1,11,afrwar1,64.42825
432684.wav,2,11,afrwar1,29.256
432681.wav,1,11,afrwar1,28.44
432472.wav,1,11,afrwar1,29.544
432471.wav,2,11,afrwar1,28.104
432469.wav,2,11,afrwar1,27.744
416698.wav,2,11,afrwar1,25.2865625
392272.wav,1,11,afrwar1,25.573875
386943.wav,1,11,afrwar1,40.3184375
376187.wav,1,11,afrwar1,20.03
338900.wav,1,11,afrwar1,55.5363125
324346.wav,1,11,afrwar1,30.292
279766.wav,2,11,afrwar1,16.431
277324.wav,1,11,afrwar1,26.904
200488.wav,2,11,afrwar1,31.033
194280.wav,2,11,afrwar1,34.1154375
194279.wav,2,11,afrwar1,19.963
187216.wav,1,11,afrwar1,88.9855625
185979.wav,2,11,afrwar1,27.26025
165509.wav,2,11,afrwar1,65.410625
129672.wav,1,11,afrwar1,54.88325
125959.wav,2,11,afrwar1,19.0955
125958.wav,1,11,afrwar1,16.1698125
94673.wav,2,11,afrwar1,26.4521875
94672.wav,2,11,afrwar1,21.0279375
93911.wav,2,11,afrwar1,8.309625
41447.wav,1,11,afrwar1,35.0563125
18416.wav,2,11,afrwar1,21.0285625
680743.wav,2,11,afrwar1,17.621
613489.wav,1,11,afrwar1,32.303625
599099.wav,1,11,afrwar1,31.0694375
527834.wav,1,11,afrwar1,17.4759375
517379.wav,2,11,afrwar1,7.582
500520.wav,2,11,afrwar1,8.029125
445466.wav,1,11,afrwar1,32.0396875
444775.wav,1,11,afrwar1,52.271
434957.wav,2,11,afrwar1,13.7025
432726.wav,1,11,afrwar1,51.816
432682.wav,1,11,afrwar1,24.24
432680.wav,1,11,afrwar1,56.088
418821.wav,1,11,afrwar1,51.553
418820.wav,1,11,afrwar1,65.089
410288.wav,2,11,afrwar1,82.8343125
392271.wav,1,11,afrwar1,37.6424375
358232.wav,1,11,afrwar1,17.062625
298697.wav,2,11,afrwar1,30.955125
284552.wav,2,11,afrwar1,54.831
284551.wav,2,11,afrwar1,68.3101875
269528.wav,1,11,afrwar1,94.6155
269527.wav,1,11,afrwar1,22.3869375
253587.wav,1,11,afrwar1,97.046
195761.wav,2,11,afrwar1,35.2648125
179524.wav,1,11,afrwar1,27.115125
179011.wav,2,11,afrwar1,43.189125
178474.wav,1,11,afrwar1,79.151
167208.wav,1,11,afrwar1,28.4735
138737.wav,2,11,afrwar1,31.2685625
125960.wav,2,11,afrwar1,6.5045
58514.wav,1,11,afrwar1,25.75675
43388.wav,1,11,afrwar1,36.20575
467626.wav,1,11,afrwar1,31.44
451165.wav,2,11,afrwar1,24.348125
420403.wav,1,11,afrwar1,88.53875
408370.wav,1,11,afrwar1,20.441375
179523.wav,2,11,afrwar1,63.111875
179009.wav,2,11,afrwar1,16.822875
75875.wav,1,11,afrwar1,16.64
75393.wav,2,11,afrwar1,17.5804375
540430.wav,2,11,afrwar1,25.4490625
410450.wav,2,11,afrwar1,60.9175625
276720.wav,1,11,afrwar1,45.897125
692994.wav,2,12,blrwar1,37.419
692993.wav,1,12,blrwar1,32.54
692992.wav,2,12,blrwar1,85.394
692991.wav,2,12,blrwar1,34.883
667081.wav,2,12,blrwar1,15.0726875
661899.wav,1,12,blrwar1,30.384
660355.wav,2,12,blrwar1,58.2258125
660353.wav,2,12,blrwar1,47.1079375
659759.wav,1,12,blrwar1,49.4795
659667.wav,2,12,blrwar1,65.071
659139.wav,2,12,blrwar1,26.0973125
659138.wav,1,12,blrwar1,13.3713125
659137.wav,2,12,blrwar1,14.3750625
659136.wav,2,12,blrwar1,29.9330625
659135.wav,2,12,blrwar1,21.1185625
659134.wav,1,12,blrwar1,40.38275
659133.wav,1,12,blrwar1,30.0226875
659132.wav,2,12,blrwar1,15.27125
659131.wav,2,12,blrwar1,53.4135
659130.wav,1,12,blrwar1,23.4445625
659129.wav,2,12,blrwar1,15.002375
659128.wav,1,12,blrwar1,74.1515
659127.wav,2,12,blrwar1,13.3354375
659126.wav,2,12,blrwar1,32.83675
659125.wav,1,12,blrwar1,57.35675
659123.wav,2,12,blrwar1,15.360875
659121.wav,1,12,blrwar1,43.6090625
659120.wav,1,12,blrwar1,24.6275625
659119.wav,1,12,blrwar1,34.432
659118.wav,1,12,blrwar1,44.3439375
659117.wav,1,12,blrwar1,28.535
659116.wav,1,12,blrwar1,32.4065625
659115.wav,2,12,blrwar1,30.094375
659114.wav,2,12,blrwar1,46.27975
659113.wav,2,12,blrwar1,22.7993125
659112.wav,1,12,blrwar1,6.539375
659111.wav,1,12,blrwar1,10.7624375
659110.wav,2,12,blrwar1,29.4603125
659109.wav,2,12,blrwar1,16.1253125
659108.wav,1,12,blrwar1,67.325625
659106.wav,2,12,blrwar1,26.498875
659105.wav,1,12,blrwar1,42.7953125
659104.wav,1,12,blrwar1,33.6200625
659103.wav,1,12,blrwar1,57.1231875
659102.wav,2,12,blrwar1,25.975375
659101.wav,2,12,blrwar1,33.089375
659100.wav,1,12,blrwar1,56.1475
659098.wav,2,12,blrwar1,22.9554375
659097.wav,2,12,blrwar1,14.2594375
659096.wav,2,12,blrwar1,18.5731875
659094.wav,2,12,blrwar1,26.807
659093.wav,2,12,blrwar1,15.1838125
659092.wav,1,12,blrwar1,20.524625
659091.wav,2,12,blrwar1,13.3350625
659089.wav,2,12,blrwar1,15.081125
659088.wav,1,12,blrwar1,23.4005
659087.wav,1,12,blrwar1,40.3474375
659086.wav,1,12,blrwar1,20.2160625
659085.wav,2,12,blrwar1,50.002125
659084.wav,1,12,blrwar1,23.5716875
659083.wav,1,12,blrwar1,15.594625
659082.wav,2,12,blrwar1,14.410875
659080.wav,2,12,blrwar1,24.102375
659079.wav,2,12,blrwar1,21.7914375
659078.wav,2,12,blrwar1,36.136375
659077.wav,2,12,blrwar1,48.7619375
659076.wav,1,12,blrwar1,13.2836875
659075.wav,2,12,blrwar1,21.466125
659074.wav,2,12,blrwar1,17.5974375
659073.wav,1,12,blrwar1,29.7684375
659072.wav,1,12,blrwar1,58.1915
659071.wav,2,12,blrwar1,22.6473125
659070.wav,2,12,blrwar1,55.0196875
659069.wav,1,12,blrwar1,33.0563125
659068.wav,1,12,blrwar1,27.5944375
659067.wav,1,12,blrwar1,27.6688125
659066.wav,2,12,blrwar1,19.1578125
659065.wav,1,12,blrwar1,18.093875
659064.wav,2,12,blrwar1,47.043625
659063.wav,1,12,blrwar1,35.085375
659062.wav,1,12,blrwar1,25.280625
659060.wav,2,12,blrwar1,35.573
659059.wav,1,12,blrwar1,64.924125
659058.wav,1,12,blrwar1,30.6196875
658671.wav,1,12,blrwar1,55.5278125
658589.wav,1,12,blrwar1,15.7806875
658588.wav,1,12,blrwar1,34.0724375
658587.wav,2,12,blrwar1,21.5945625
658586.wav,1,12,blrwar1,12.1208125
