Unnamed: 0,filename,fold,target,primary_label,durations
1663,378431.wav,1,6,eurspa1,38.290875
1664,369014.wav,2,6,eurspa1,10.24
1665,360834.wav,5,6,eurspa1,4.677
1666,330073.wav,1,6,eurspa1,18.994
1667,291663.wav,4,6,eurspa1,32.627875
1668,269583.wav,5,6,eurspa1,18.368
1669,263060.wav,2,6,eurspa1,7.0475
1670,255675.wav,4,6,eurspa1,24.8685625
1673,112187.wav,3,6,eurspa1,1.8808125
1674,111978.wav,2,6,eurspa1,34.776
1675,108435.wav,2,6,eurspa1,10.44
1676,107357.wav,3,6,eurspa1,24.672
1677,87380.wav,5,6,eurspa1,54.4391875
1678,83816.wav,5,6,eurspa1,7.896
1679,83812.wav,5,6,eurspa1,28.968
1680,83811.wav,5,6,eurspa1,15.912
1682,38044.wav,4,6,eurspa1,40.04575
1683,37250.wav,5,6,eurspa1,47.569
1684,37237.wav,2,6-6,eurspa1,35.0563125
1685,673891.wav,5,6,eurspa1,21.10475
1686,669374.wav,1,6,eurspa1,11.963875
1687,667304.wav,3,6,eurspa1,41.3315
1688,666613.wav,5,6,eurspa1,6.362
1689,660410.wav,5,6,eurspa1,38.7626875
1690,636787.wav,2,6,eurspa1,10.7044375
1691,628610.wav,3,6,eurspa1,1.53475
1692,621661.wav,1,6,eurspa1,30.0410625
1693,611757.wav,4,6,eurspa1,14.642125
1694,609786.wav,4,6,eurspa1,32.7053125
1696,583076.wav,2,6,eurspa1,53.58
1698,579379.wav,1,6,eurspa1,13.8545625
1699,579378.wav,4,6,eurspa1,52.3288125
1700,579377.wav,5,6,eurspa1,21.076875
1701,579376.wav,5,6,eurspa1,30.10775
1702,579375.wav,1,6,eurspa1,15.14025
1703,499979.wav,4,6,eurspa1,55.40375
1704,492379.wav,1,6,eurspa1,8.592
1706,490463.wav,5,6,eurspa1,21.528
1707,483248.wav,4,6,eurspa1,12.91825
1709,467097.wav,2,6,eurspa1,10.11675
1710,466478.wav,4,6,eurspa1,1.897
1711,447134.wav,1,6,eurspa1,4.656
1712,446331.wav,3,6,eurspa1,24.6936875
1713,445464.wav,1,6,eurspa1,25.104
1714,438942.wav,2,6,eurspa1,15.751875
1718,347476.wav,2,6,eurspa1,48.561625
1719,327494.wav,5,6,eurspa1,2.8484375
1720,327387.wav,1,6,eurspa1,39.7001875
1721,307285.wav,2,6,eurspa1,4.6241875
1722,252519.wav,4,6,eurspa1,29.7535
1723,236927.wav,4,6,eurspa1,2.7719375
1724,235321.wav,2,6,eurspa1,13.513
1726,206374.wav,2,6,eurspa1,35.0506875
1728,191050.wav,3,6,eurspa1,16.7673125
1729,176556.wav,4,6,eurspa1,3.68325
1730,175851.wav,2,6,eurspa1,29.8359375
1731,147455.wav,3,6,eurspa1,11.736
1735,27400.wav,1,6,eurspa1,29.466125
1736,25941.wav,2,6-6,eurspa1,56.555125
1737,631751.wav,2,6,eurspa1,11.926
1738,580187.wav,4,6,eurspa1,10.87975
1739,578846.wav,1,6,eurspa1,54.806875
1740,511031.wav,1,6,eurspa1,21.024
1742,198899.wav,1,6,eurspa1,18.611375
1743,152350.wav,4,6,eurspa1,6.512
1744,106805.wav,5,6,eurspa1,35.5526875
1745,67420.wav,3,6,eurspa1,31.0088125
1746,619171.wav,1,6,eurspa1,22.30075
1747,152349.wav,1,6,eurspa1,4.46125
1748,659227.wav,5,7,cremyn,45.2168125
1749,659224.wav,5,7,cremyn,59.352125
1751,614159.wav,1,7,cremyn,44.0969375
1752,51562.wav,3,7,cremyn,41.11675
1753,51561.wav,1,7,cremyn,8.986125
1754,51560.wav,4,7,cremyn,12.5649375
1755,51419.wav,2,7,cremyn,42.057125
1756,659220.wav,1,7,cremyn,45.2783125
1758,606573.wav,3,7,cremyn,32.7325
1759,599015.wav,4,7,cremyn,6.09025
1760,599014.wav,3,7,cremyn,17.481
1761,599013.wav,5,7,cremyn,7.9539375
1762,539427.wav,1,7,cremyn,21.5249375
1763,534222.wav,3,7,cremyn,27.24575
1764,429269.wav,3,7,cremyn,56.450625
1765,411757.wav,5,7,cremyn,19.1400625
1766,408693.wav,4,7,cremyn,16.997
1767,408692.wav,5,7,cremyn,3.599125
1768,408690.wav,4,7,cremyn,35.75875
1769,353437.wav,5,7,cremyn,11.0875625
1770,263141.wav,5,7,cremyn,18.048
1771,209668.wav,2,7,cremyn,8.592
1772,209667.wav,2,7,cremyn,51.72
1773,105511.wav,2,7,cremyn,22.909375
1774,79292.wav,2,7,cremyn,51.7224375
1775,56332.wav,2,7,cremyn,8.90775
1776,51564.wav,5,7,cremyn,10.057125
1777,51563.wav,1,7,cremyn,27.298
1778,661742.wav,2,7,cremyn,21.8490625
1779,540018.wav,4,7,cremyn,57.0
1780,537749.wav,1,7,cremyn,25.1820625
1781,361789.wav,5,7,cremyn,36.0748125
1782,353438.wav,1,7,cremyn,22.976125
1783,282866.wav,3,7,cremyn,9.0645
1784,282865.wav,3,7,cremyn,8.04575
1785,207503.wav,2,7,cremyn,25.0514375
1787,579298.wav,4,7,cremyn,6.0
1788,536950.wav,2,7,cremyn,11.1455625
1789,536548.wav,3,7,cremyn,19.4796875
1790,528940.wav,4,8,commyn,21.82675
1791,528936.wav,4,8,commyn,25.024
1792,528935.wav,1,8,commyn,11.008
1793,528933.wav,4,8,commyn,13.056
1794,528930.wav,4,8,commyn,12.288
1795,528929.wav,3,8,commyn,24.0
1796,528928.wav,5,8,commyn,23.424
1797,489173.wav,1,8,commyn,2.466
1798,448086.wav,4,8,commyn,36.064875
1799,684628.wav,2,8,commyn,24.111
1800,666384.wav,5,8,commyn,8.4189375
1802,659214.wav,1,8,commyn,41.10575
1803,659211.wav,4,8,commyn,35.894875
1804,659210.wav,2,8,commyn,12.91475
1805,659209.wav,3,8,commyn,53.9405
1806,652903.wav,1,8,commyn,21.5249375
1807,652901.wav,1,8,commyn,21.5249375
1808,639485.wav,4,8,commyn,20.898
1809,614590.wav,4,8,commyn,25.488375
1810,612157.wav,5,8,commyn,32.6505
1814,596982.wav,1,8,commyn,39.1536875
1819,571182.wav,5,8,commyn,12.6280625
1821,551659.wav,4,8,commyn,11.687625
1827,533469.wav,4,8,commyn,20.9809375
1831,509307.wav,4,8,commyn,34.824
1832,509296.wav,2,8,commyn,49.00575
1836,505882.wav,4,8,commyn,58.7880625
1841,464285.wav,2,8,commyn,7.5
1842,446210.wav,3,8,commyn,2.8793125
1843,445899.wav,5,8,commyn,35.0
1844,444488.wav,4,8,commyn,15.2909375
1845,442857.wav,5,8,commyn,5.161
1846,437110.wav,4,8,commyn,2.689
1847,426356.wav,2,8,commyn,27.6114375
1848,402381.wav,5,8,commyn,8.6465625
1849,402380.wav,1,8,commyn,1.489
1850,400123.wav,5,8,commyn,54.047375
1852,379930.wav,5,8,commyn,3.048
1853,379536.wav,1,8,commyn,43.282
1854,369018.wav,3,8,commyn,33.7763125
1855,368954.wav,3,8,commyn,15.4
1857,362679.wav,2,8,commyn,42.0815625
1858,331569.wav,3,8,commyn,12.721625
1859,331552.wav,3,8,commyn,45.2615
1860,328236.wav,2,8,commyn,17.18275
1861,314470.wav,4,8,commyn,30.937
1862,311115.wav,4,8,commyn,24.9208125
1863,309110.wav,2,8,commyn,12.260125
1865,294605.wav,2,8,commyn,30.98125
1866,294325.wav,2,8,commyn,55.7975625
1867,208162.wav,4,8,commyn,44.5935625
1868,194208.wav,3,8,commyn,30.696
1869,192299.wav,5,8,commyn,41.6391875
1870,187040.wav,1,8,commyn,9.01225
1871,187036.wav,5,8,commyn,4.0239375
1873,142966.wav,2,8,commyn,50.304
1874,129571.wav,1,8,commyn,30.6153125
1876,114748.wav,1,8,commyn,24.502875
1877,110882.wav,3,8,commyn,11.57225
1878,110881.wav,2,8,commyn,27.062875
1879,110880.wav,4,8,commyn,10.579625
1881,110875.wav,4,8,commyn,4.7020625
1882,110874.wav,3,8,commyn,5.8514375
1883,110873.wav,2,8,commyn,7.601625
1885,102123.wav,2,8,commyn,41.448
1888,94026.wav,5,8,commyn,41.378
1889,94025.wav,5,8,commyn,14.44575
1890,93634.wav,1,8,commyn,46.001625
1891,92771.wav,1,8,commyn,2.377125
1892,92770.wav,2,8,commyn,3.761625
1893,90664.wav,3,8,commyn,7.889
1894,90539.wav,4,8,commyn,12.644125
1895,73134.wav,1,8-3,commyn,41.247375
1896,73133.wav,2,8,commyn,53.1853125
1897,73131.wav,3,8,commyn,36.4930625
1898,44444.wav,5,8,commyn,20.63675
1899,20119.wav,3,8,commyn,44.5388125
1900,680909.wav,2,8,commyn,11.375
1901,679611.wav,2,8,commyn,24.297375
1902,669699.wav,3,8,commyn,30.2236875
1903,663070.wav,5,8,commyn,22.5959375
1904,663069.wav,1,8,commyn,33.7763125
1905,661253.wav,5,8,commyn,9.7715
1906,651854.wav,1,8,commyn,28.8901875
1907,651026.wav,5,8,commyn,36.126
1908,643677.wav,1,8,commyn,57.3569375
1909,635697.wav,5,8,commyn,47.136
1910,623016.wav,4,8,commyn,45.4369375
1912,607469.wav,4,8,commyn,9.482125
1913,606861.wav,3,8,commyn,26.0521875
1914,600430.wav,4,8,commyn,42.251
1915,599364.wav,4,8,commyn,20.2296875
1917,595360.wav,5,8,commyn,7.3839375
1918,591907.wav,2,8,commyn,20.057
1922,568910.wav,3,8,commyn,21.480875
1923,542272.wav,2,8,commyn,21.5249375
1924,530827.wav,5,8,commyn,41.2773125
1925,529139.wav,1,8,commyn,23.472
1926,528946.wav,2,8,commyn,18.0186875
1928,507723.wav,3,8,commyn,20.4421875
1929,507717.wav,1,8,commyn,37.31775
1930,504382.wav,5,8,commyn,13.464
1931,473458.wav,4,8,commyn,10.296
1932,472545.wav,5,8,commyn,16.509375
1934,469357.wav,2,8,commyn,48.3626875
1935,469075.wav,4,8,commyn,4.0115625
1936,463161.wav,5,8,commyn,13.013125
1937,462828.wav,1,8,commyn,4.004125
1938,447270.wav,2,8,commyn,26.88
1941,442856.wav,2,8,commyn,6.745
1942,426169.wav,4,8,commyn,18.0778125
1943,410023.wav,2,8,commyn,29.7751875
1944,400882.wav,1,8,commyn,5.005875
1945,397490.wav,3,8,commyn,30.3020625
1946,369017.wav,5,8,commyn,10.8930625
1947,363407.wav,4,8,commyn,10.031
1948,344437.wav,2,8,commyn,34.978
1949,336261.wav,3,8,commyn,24.7728125
1950,335602.wav,2,8,commyn,15.6966875
1952,331396.wav,3,8,commyn,19.96625
1953,323378.wav,2,8,commyn,49.488
1954,318687.wav,1,8,commyn,8.033375
1955,314334.wav,3,8,commyn,15.6015625
1956,311116.wav,3,8,commyn,45.9755
1957,311114.wav,2,8,commyn,21.1853125
1958,288043.wav,1,8,commyn,15.048
1959,283872.wav,1,8,commyn,19.368
1960,283871.wav,3,8,commyn,4.968
1961,280411.wav,3,8,commyn,24.398375
1962,269911.wav,3,8,commyn,17.6588125
1963,269131.wav,2,8,commyn,51.089
1964,240234.wav,4,8,commyn,11.650625
1967,207633.wav,2,8,commyn,3.8608125
1968,203359.wav,2,8,commyn,10.213875
1969,203356.wav,5,8,commyn,9.5085625
1975,203339.wav,5,8,commyn,56.398375
1976,198615.wav,5,8,commyn,11.2326875
1977,196959.wav,4,8,commyn,18.648
1979,194940.wav,1,8,commyn,13.6881875
1980,194939.wav,3,8,commyn,11.2849375
1981,187497.wav,3,8,commyn,11.2326875
1982,185711.wav,5,8-12,commyn,24.79125
1983,185702.wav,5,8,commyn,19.67125
1984,184794.wav,3,8,commyn,12.357
1986,183879.wav,3,8,commyn,28.8130625
1987,183878.wav,5,8,commyn,43.493875
1989,183810.wav,1,8,commyn,41.509625
1990,183809.wav,5,8,commyn,50.5991875
1992,183496.wav,3,8,commyn,26.697125
1993,180831.wav,2,8-8,commyn,2.712
1994,176315.wav,1,8,commyn,3.7355
1995,175519.wav,4,8,commyn,7.0269375
1996,175518.wav,5,8,commyn,12.6955
1997,175516.wav,3,8,commyn,12.591
1998,157876.wav,3,8,commyn,18.4685625
1999,152934.wav,4,8,commyn,10.272
2001,142706.wav,1,8,commyn,20.3158125
2002,116527.wav,4,8,commyn,9.9788125
2003,116526.wav,5,8,commyn,20.0359375
2004,116525.wav,3,8,commyn,29.231
2005,116524.wav,1,8,commyn,50.7820625
2006,114909.wav,4,8,commyn,41.9265625
2007,110983.wav,2,8,commyn,7.68
2009,110968.wav,3,8,commyn,37.7730625
2010,110878.wav,4,8,commyn,9.8481875
2011,110877.wav,2,8,commyn,42.7101875
2012,110876.wav,4,8,commyn,45.6881875
2013,100286.wav,1,8,commyn,31.4775625
2014,100285.wav,1,8,commyn,34.2465625
2015,100284.wav,4,8,commyn,28.6301875
2017,94024.wav,4,8,commyn,3.0563125
2018,80366.wav,5,8,commyn,44.76
2019,79541.wav,4,8,commyn,5.5640625
2020,79540.wav,1,8,commyn,4.6236875
2021,79539.wav,2,8,commyn,5.5640625
2022,79538.wav,4,8,commyn,7.0530625
2023,79537.wav,1,8,commyn,6.8701875
2024,79536.wav,1,8,commyn,7.549375
2025,79535.wav,5,8,commyn,14.13225
2026,79507.wav,2,8,commyn,12.0685625
2027,73788.wav,3,8,commyn,17.6065625
2028,73132.wav,3,8,commyn,44.3298125
2031,703337.wav,1,8,commyn,30.4290625
2032,680915.wav,3,8,commyn,14.024875
2033,662734.wav,1,8,commyn,39.68
2034,558752.wav,1,8,commyn,50.256
2035,494124.wav,3,8,commyn,23.2376875
2038,363402.wav,4,8,commyn,11.2588125
2039,358067.wav,2,8,commyn,29.4429375
2040,335435.wav,1,8,commyn,31.82575
2041,282869.wav,5,8,commyn,5.041625
2042,281920.wav,3,8,commyn,48.0391875
2043,281919.wav,5,8,commyn,50.050625
2044,281918.wav,5,8,commyn,4.049
2046,185698.wav,1,8,commyn,14.8125
2048,79745.wav,2,8,commyn,52.819625
2049,79744.wav,2,8,commyn,6.191
2050,606056.wav,1,8,commyn,18.313875
2052,284831.wav,2,8,commyn,57.44325
2053,579693.wav,4,8,commyn,28.1920625
2060,379535.wav,5,8,commyn,47.74025
2061,659374.wav,4,9,padwar1,31.351
2062,622254.wav,1,9,padwar1,48.033125
2063,622253.wav,4,9,padwar1,8.163
2064,473835.wav,3,9,padwar1,50.544
2065,473834.wav,1,9,padwar1,16.536
2066,473616.wav,3,9,padwar1,42.24
2067,473552.wav,5,9,padwar1,52.008
2068,447187.wav,3,9,padwar1,18.7820625
2071,414265.wav,1,9,padwar1,55.368
2072,414264.wav,3,9,padwar1,55.8498125
2073,414261.wav,4,9,padwar1,51.3045
2074,414258.wav,2,9,padwar1,44.856
2075,414257.wav,3,9,padwar1,25.056
2079,403962.wav,2,9,padwar1,58.88
2080,317312.wav,3,9,padwar1,22.857125
2081,317311.wav,1,9,padwar1,27.4024375
2084,304212.wav,3,9,padwar1,30.0408125
2085,295995.wav,4,9,padwar1,55.165875
2090,120653.wav,3,9,padwar1,45.168
2092,43822.wav,1,9,padwar1,10.579625
2094,43820.wav,5,9,padwar1,28.186125
2095,19796.wav,5,9,padwar1,19.9575625
2096,666075.wav,4,9,padwar1,7.287
2097,488304.wav,5,9,padwar1,50.07675
2098,317308.wav,2,9,padwar1,54.6481875
2100,308562.wav,4,9,padwar1,24.9730625
2102,264055.wav,5,9,padwar1,53.0546875
2103,212196.wav,5,9,padwar1,21.048
2104,184310.wav,5,9,padwar1,37.3823125
2105,184309.wav,1,9,padwar1,11.337125
2106,184307.wav,4,9,padwar1,27.6375625
2109,182272.wav,2,9,padwar1,20.662875
2110,182271.wav,2,9,padwar1,22.857125
2111,182269.wav,3,9,padwar1,46.9943125
2112,156557.wav,1,9,padwar1,51.384
2113,120429.wav,4,9,padwar1,12.269375
2116,43824.wav,2,9,padwar1,15.0988125
2117,43823.wav,2,9,padwar1,9.9526875
2120,409692.wav,4,9,padwar1,30.864
2122,314836.wav,2,9,padwar1,12.1991875
2123,305435.wav,1,9,padwar1,52.84575
2127,262729.wav,4,9,padwar1,18.7036875
2128,184308.wav,3,9,padwar1,41.0916875
2129,183828.wav,3,9,padwar1,26.93225
2130,80699.wav,5,9,padwar1,38.7135
2133,215502.wav,5,9-12,padwar1,13.195625
2134,158008.wav,5,9,padwar1,19.487375
2139,667054.wav,3,10,grrwar1,44.628
2140,667053.wav,2,10,grrwar1,50.665
2141,664767.wav,3,10,grrwar1,58.853875
2148,660942.wav,5,10,grrwar1,46.20425
2149,660941.wav,2,10,grrwar1,42.8011875
2153,658796.wav,1,10,grrwar1,26.637875
2154,658130.wav,5,10,grrwar1,24.301625
2155,658129.wav,2,10,grrwar1,39.2745625
2157,657584.wav,2,10,grrwar1,27.2
2158,657375.wav,4,10,grrwar1,55.8755
2161,657007.wav,4,10,grrwar1,21.574625
2162,656317.wav,2,10,grrwar1,22.128
2166,654045.wav,1,10,grrwar1,40.366125
2167,653655.wav,1,10,grrwar1,18.42075
2168,653532.wav,5,10,grrwar1,28.226375
2170,652983.wav,1,10-16-17,grrwar1,45.590875
2172,651597.wav,3,10,grrwar1,46.299125
2176,651278.wav,4,10,grrwar1,50.352
2186,650650.wav,3,10-16,grrwar1,45.828
2188,649284.wav,2,10,grrwar1,26.4289375
2190,648459.wav,1,10,grrwar1,12.96175
2191,647938.wav,4,10,grrwar1,24.7310625
2195,647459.wav,1,10,grrwar1,36.7786875
2196,647443.wav,4,10,grrwar1,49.368
2197,647239.wav,5,10,grrwar1,12.144
2201,646458.wav,4,10,grrwar1,43.4801875
2205,620493.wav,1,10-15,grrwar1,32.0
2210,580449.wav,2,10,grrwar1,12.6665
2211,579176.wav,5,10,grrwar1,36.7916875
2212,576318.wav,5,10,grrwar1,32.7198125
2218,571896.wav,4,10,grrwar1,30.792
2220,571893.wav,5,10,grrwar1,32.232
2221,571333.wav,4,10-17,grrwar1,44.0
2222,570837.wav,2,10,grrwar1,14.0
2224,567980.wav,5,10-10,grrwar1,25.5864375
2226,566540.wav,2,10,grrwar1,53.786125
2228,565049.wav,1,10,grrwar1,51.5516875
2232,563269.wav,5,10,grrwar1,4.7143125
2233,563170.wav,2,10,grrwar1,26.6333125
2235,562617.wav,4,10,grrwar1,30.5206875
2236,562616.wav,5,10,grrwar1,18.4146875
2238,561917.wav,5,10,grrwar1,36.264
2239,561800.wav,3,10,grrwar1,2.3998125
2240,560404.wav,2,10,grrwar1,31.14075
2250,489178.wav,3,10,grrwar1,14.838625
2251,489177.wav,2,10,grrwar1,25.5749375
2253,484749.wav,4,10,grrwar1,35.9236875
2255,483841.wav,3,10,grrwar1,58.528875
2257,480860.wav,2,10,grrwar1,43.848
2264,477258.wav,3,10,grrwar1,31.44
2267,475479.wav,3,10,grrwar1,59.512625
2269,475112.wav,4,10,grrwar1,9.528
2271,474488.wav,3,10,grrwar1,22.597
2272,473778.wav,4,10-16,grrwar1,37.68
2275,473249.wav,1,10,grrwar1,25.8126875
2276,471273.wav,1,10,grrwar1,57.118
2277,470989.wav,5,10,grrwar1,46.8
2281,428978.wav,5,10,grrwar1,20.715125
2283,428392.wav,4,10,grrwar1,6.5
2284,424855.wav,3,10,grrwar1,44.1208125
2286,422182.wav,3,10,grrwar1,48.384
2287,422020.wav,4,10,grrwar1,50.7036875
2292,419606.wav,3,10,grrwar1,46.692
2296,417157.wav,1,10,grrwar1,23.256
2299,417152.wav,3,10,grrwar1,36.072
2308,413306.wav,2,10,grrwar1,24.024
2313,411815.wav,4,10,grrwar1,48.3166875
2314,405928.wav,5,10,grrwar1,50.695375
2315,405926.wav,1,10,grrwar1,53.3835625
2316,405923.wav,5,10,grrwar1,24.3230625
2317,405920.wav,4,10,grrwar1,50.5563125
2318,402250.wav,4,10,grrwar1,25.752
2319,401731.wav,4,10,grrwar1,39.312375
2320,401472.wav,4,10,grrwar1,25.420375
2321,401468.wav,4,10,grrwar1,34.17925
2327,385559.wav,5,10,grrwar1,28.369
2329,383515.wav,5,10,grrwar1,32.7053125
2330,382926.wav,1,10,grrwar1,59.690875
2331,382171.wav,4,10,grrwar1,27.377375
2332,382170.wav,5,10,grrwar1,22.779875
2333,382169.wav,2,10,grrwar1,37.3561875
2334,382168.wav,3,10,grrwar1,29.3888125
2336,381177.wav,2,10,grrwar1,19.0323125
2337,381176.wav,4,10-17,grrwar1,45.5549375
2338,381011.wav,5,10,grrwar1,45.4791875
2339,379587.wav,1,10,grrwar1,52.728
2341,378348.wav,5,10,grrwar1,7.3143125
2344,376635.wav,2,10,grrwar1,47.711625
2345,376584.wav,1,10,grrwar1,43.8165
2346,376582.wav,1,10,grrwar1,15.4675625
2347,376579.wav,2,10,grrwar1,20.203375
2350,375320.wav,1,10-17,grrwar1,40.071875
2355,373111.wav,5,10-16,grrwar1,16.8561875
2358,371601.wav,1,10,grrwar1,30.902875
2359,371013.wav,4,10,grrwar1,26.7755
2361,369813.wav,4,10,grrwar1,28.3429375
2366,367079.wav,1,10,grrwar1,45.3485625
2367,367078.wav,4,10,grrwar1,57.19075
2371,364950.wav,1,10,grrwar1,51.5715
2372,364289.wav,1,10,grrwar1,38.64
2373,364288.wav,5,10,grrwar1,56.808
2375,347292.wav,4,10,grrwar1,29.2869375
2376,347291.wav,1,10,grrwar1,33.26125
2377,347290.wav,3,10,grrwar1,9.883
2378,347289.wav,2,10,grrwar1,5.957125
2379,347288.wav,1,10,grrwar1,7.4890625
2382,341532.wav,3,10,grrwar1,36.6414375
2383,336505.wav,5,10,grrwar1,16.0925
2384,334637.wav,5,10-16,grrwar1,59.8204375
2385,330323.wav,1,10,grrwar1,42.3455625
2386,329530.wav,1,10,grrwar1,49.294125
2391,325359.wav,1,10,grrwar1,48.431
2394,322326.wav,5,10-17,grrwar1,17.712125
2395,322182.wav,5,10,grrwar1,47.616
2397,320974.wav,5,10,grrwar1,22.4925
2398,320132.wav,1,10,grrwar1,49.896
2405,315325.wav,2,10,grrwar1,29.8399375
2406,315324.wav,2,10,grrwar1,14.4341875
2407,315323.wav,3,10,grrwar1,14.498125
2408,314607.wav,4,10,grrwar1,26.736
2410,306191.wav,2,10,grrwar1,45.36
2413,287127.wav,1,10,grrwar1,26.300125
2415,281528.wav,4,10,grrwar1,43.546125
2416,281527.wav,3,10,grrwar1,45.6620625
2417,270203.wav,2,10,grrwar1,57.0253125
2421,256475.wav,4,10,grrwar1,14.1333125
2422,248084.wav,3,10,grrwar1,25.44325
2425,247462.wav,4,10,grrwar1,23.6160625
2428,244365.wav,2,10,grrwar1,49.038375
2436,193623.wav,2,10,grrwar1,24.216
2437,186550.wav,5,10,grrwar1,48.770625
2438,184382.wav,2,10,grrwar1,48.024
2439,184312.wav,5,10,grrwar1,37.2516875
2447,178960.wav,1,10,grrwar1,46.849
2453,178865.wav,4,10,grrwar1,44.257
2454,178864.wav,5,10,grrwar1,20.689
2456,178549.wav,2,10,grrwar1,48.9023125
2459,162861.wav,2,10,grrwar1,48.509375
2460,161514.wav,2,10,grrwar1,45.3485625
2461,157120.wav,5,10,grrwar1,25.037625
2462,157119.wav,1,10,grrwar1,55.755125
2463,155522.wav,3,10,grrwar1,59.5689375
2465,149981.wav,1,10,grrwar1,27.4808125
2469,142676.wav,3,10,grrwar1,27.8996875
2472,140047.wav,2,10,grrwar1,31.5820625
2473,139555.wav,3,10,grrwar1,48.0391875
2475,136005.wav,4,10-10-17,grrwar1,46.632
2476,136004.wav,5,10-10,grrwar1,40.368
2481,134206.wav,3,10-17,grrwar1,22.416
2482,134089.wav,1,10-16,grrwar1,47.3911875
2485,131536.wav,4,10,grrwar1,40.632
2489,129485.wav,4,10,grrwar1,57.552
2493,107489.wav,2,10,grrwar1,48.9535
2494,106932.wav,5,10,grrwar1,24.502875
2495,104564.wav,1,10,grrwar1,4.9043125
2497,103869.wav,3,10,grrwar1,23.6930625
2499,101946.wav,3,10,grrwar1,16.2481875
2500,101945.wav,3,10,grrwar1,53.4465625
2503,101521.wav,2,10,grrwar1,41.6914375
2504,100559.wav,4,10,grrwar1,51.7893125
2505,100557.wav,1,10,grrwar1,26.8024375
2506,100330.wav,1,10,grrwar1,49.301375
2509,99854.wav,3,10,grrwar1,38.76
2511,81903.wav,3,10-17,grrwar1,41.247375
2512,79581.wav,2,10,grrwar1,58.3053125
2513,79035.wav,3,10,grrwar1,53.577125
2518,56175.wav,2,10,grrwar1,58.3314375
2519,54915.wav,5,10,grrwar1,35.0563125
2521,54029.wav,1,10,grrwar1,35.0543125
2523,50432.wav,3,10,grrwar1,26.4620625
2524,48348.wav,4,10,grrwar1,44.117375
2526,42449.wav,3,10,grrwar1,36.8326875
2527,37397.wav,3,10,grrwar1,48.457125
2529,35334.wav,5,10,grrwar1,59.016
2534,18967.wav,3,10,grrwar1,34.0636875
2535,687651.wav,4,10,grrwar1,46.9159375
2537,686890.wav,1,10,grrwar1,20.166625
2540,666634.wav,4,10,grrwar1,48.4138125
2541,666632.wav,5,10,grrwar1,31.85775
2542,664446.wav,1,10,grrwar1,43.486
2543,662846.wav,2,10,grrwar1,27.19175
2544,659736.wav,2,10,grrwar1,55.9945625
2547,655916.wav,4,10,grrwar1,12.6766875
2548,655538.wav,1,10,grrwar1,31.602
2549,653637.wav,1,10,grrwar1,48.425
2551,651705.wav,2,10-17,grrwar1,52.96475
2552,651596.wav,4,10,grrwar1,34.777375
2554,649768.wav,2,10,grrwar1,24.0588125
2557,648926.wav,5,10,grrwar1,33.504
2558,647441.wav,3,10,grrwar1,10.86
2559,646215.wav,3,10,grrwar1,23.170625
2562,615007.wav,3,10,grrwar1,20.308875
2565,595368.wav,1,10,grrwar1,55.99775
2566,586730.wav,1,10,grrwar1,11.4029375
2567,585552.wav,5,10,grrwar1,29.907
2568,584956.wav,2,10,grrwar1,38.0643125
2570,583156.wav,3,10,grrwar1,23.30125
2572,576319.wav,4,10,grrwar1,37.8038125
2573,574921.wav,1,10,grrwar1,23.59175
2574,573628.wav,2,10,grrwar1,58.337875
2575,570720.wav,3,10,grrwar1,30.2236875
2577,570079.wav,5,10,grrwar1,17.728625
2578,570077.wav,1,10,grrwar1,23.6273125
2579,570076.wav,4,10,grrwar1,41.0381875
2580,566055.wav,3,10,grrwar1,55.19925
2582,565629.wav,1,10,grrwar1,50.0245
2583,563689.wav,2,10,grrwar1,46.315125
2587,561988.wav,1,10,grrwar1,18.2
2588,561977.wav,4,10,grrwar1,51.2605625
2593,560149.wav,5,10,grrwar1,20.1404375
2595,558421.wav,2,10,grrwar1,40.5624375
2596,558019.wav,4,10,grrwar1,57.2270625
2598,557485.wav,3,10,grrwar1,48.512
2600,556705.wav,5,10,grrwar1,34.993625
2602,555656.wav,4,10,grrwar1,10.0693125
2606,553695.wav,3,10,grrwar1,53.573
2607,553273.wav,2,10,grrwar1,7.608
2609,543208.wav,2,10,grrwar1,19.1796875
2610,543206.wav,1,10,grrwar1,6.5594375
2614,534854.wav,4,10,grrwar1,32.5746875
2615,528603.wav,1,10,grrwar1,20.689
2617,523724.wav,5,10,grrwar1,28.0093125
2618,522426.wav,1,10,grrwar1,27.355
2619,519907.wav,4,10,grrwar1,54.961625
2620,513348.wav,5,10,grrwar1,21.87925
2621,512873.wav,3,10,grrwar1,46.471875
2625,489179.wav,2,10,grrwar1,37.5390625
2629,484851.wav,1,10,grrwar1,10.1335
2631,478412.wav,2,10,grrwar1,18.07675
2635,477541.wav,3,10-16,grrwar1,39.8785625
2637,476959.wav,3,10,grrwar1,43.512
2638,476958.wav,5,10,grrwar1,55.992
2639,476642.wav,3,10,grrwar1,28.290625
2640,476641.wav,5,10,grrwar1,41.7175625
2643,473504.wav,4,10,grrwar1,57.28075
2644,471549.wav,4,10,grrwar1,37.48575
2645,471275.wav,3,10,grrwar1,36.474
2648,467405.wav,4,10,grrwar1,39.471
2650,448264.wav,4,10,grrwar1,45.139625
2651,424245.wav,4,10,grrwar1,38.192125
2655,420465.wav,2,10,grrwar1,14.158375
