,filename,fold,target,primary_label,durations
2086,295994.wav,5,9,padwar1,82.5881875
2087,295993.wav,1,9,padwar1,87.951625
2088,295992.wav,5,9,padwar1,104.043375
2089,154731.wav,3,9,padwar1,99.432375
2090,120653.wav,3,9,padwar1,45.168
2091,120435.wav,2,9-9,padwar1,123.669875
2092,43822.wav,1,9,padwar1,10.579625
2093,43821.wav,4,9,padwar1,73.01225
2094,43820.wav,5,9,padwar1,28.186125
2095,19796.wav,5,9,padwar1,19.9575625
2096,666075.wav,4,9,padwar1,7.287
2097,488304.wav,5,9,padwar1,50.07675
2098,317308.wav,2,9,padwar1,54.6481875
2099,317307.wav,3,9,padwar1,64.15675
2100,308562.wav,4,9,padwar1,24.9730625
2101,264059.wav,4,9,padwar1,239.8563125
2102,264055.wav,5,9,padwar1,53.0546875
2103,212196.wav,5,9,padwar1,21.048
2104,184310.wav,5,9,padwar1,37.3823125
2105,184309.wav,1,9,padwar1,11.337125
2106,184307.wav,4,9,padwar1,27.6375625
2107,184303.wav,4,9,padwar1,90.3325
2108,183812.wav,5,9,padwar1,133.093875
2109,182272.wav,2,9,padwar1,20.662875
2110,182271.wav,2,9,padwar1,22.857125
2111,182269.wav,3,9,padwar1,46.9943125
2112,156557.wav,1,9,padwar1,51.384
2113,120429.wav,4,9,padwar1,12.269375
2114,120418.wav,1,9-9,padwar1,74.301375
2115,43825.wav,4,9,padwar1,169.32575
2116,43824.wav,2,9,padwar1,15.0988125
2117,43823.wav,2,9,padwar1,9.9526875
2118,607742.wav,3,9-12,padwar1,178.128
2119,434796.wav,1,9,padwar1,73.457375
2120,409692.wav,4,9,padwar1,30.864
2121,377447.wav,4,9,padwar1,93.939625
2122,314836.wav,2,9,padwar1,12.1991875
2123,305435.wav,1,9,padwar1,52.84575
2124,264058.wav,2,9,padwar1,358.426125
2125,264057.wav,2,9,padwar1,310.6481875
2126,264056.wav,5,9,padwar1,357.5640625
2127,262729.wav,4,9,padwar1,18.7036875
2128,184308.wav,3,9,padwar1,41.0916875
2129,183828.wav,3,9,padwar1,26.93225
2130,80699.wav,5,9,padwar1,38.7135
2131,432153.wav,2,9,padwar1,357.2139375
2132,305395.wav,2,9,padwar1,79.4645
2133,215502.wav,5,9-12,padwar1,13.195625
2134,158008.wav,5,9,padwar1,19.487375
2135,699496.wav,3,10,grrwar1,121.3879375
2136,667824.wav,1,10,grrwar1,368.6695625
2137,667617.wav,1,10,grrwar1,71.8485
2138,667596.wav,5,10,grrwar1,173.085
2139,667054.wav,3,10,grrwar1,44.628
2140,667053.wav,2,10,grrwar1,50.665
2141,664767.wav,3,10,grrwar1,58.853875
2142,661516.wav,1,10,grrwar1,61.272
2143,661515.wav,5,10,grrwar1,236.064
2144,661514.wav,4,10,grrwar1,90.552
2145,661513.wav,1,10,grrwar1,217.008
2146,661398.wav,3,10,grrwar1,241.8836875
2147,661392.wav,4,10,grrwar1,116.995375
2148,660942.wav,5,10,grrwar1,46.20425
2149,660941.wav,2,10,grrwar1,42.8011875
2150,660862.wav,2,10,grrwar1,124.342
2151,660773.wav,5,10,grrwar1,265.2200625
2152,658832.wav,2,10,grrwar1,64.1920625
2153,658796.wav,1,10,grrwar1,26.637875
2154,658130.wav,5,10,grrwar1,24.301625
2155,658129.wav,2,10,grrwar1,39.2745625
2156,657770.wav,1,10,grrwar1,92.067125
2157,657584.wav,2,10,grrwar1,27.2
2158,657375.wav,4,10,grrwar1,55.8755
2159,657186.wav,5,10,grrwar1,95.9254375
2160,657185.wav,5,10,grrwar1,148.7110625
2161,657007.wav,4,10,grrwar1,21.574625
2162,656317.wav,2,10,grrwar1,22.128
2163,655721.wav,3,10,grrwar1,92.9959375
2164,655157.wav,1,10,grrwar1,94.9741875
2165,654832.wav,1,10-17,grrwar1,215.312625
2166,654045.wav,1,10,grrwar1,40.366125
2167,653655.wav,1,10,grrwar1,18.42075
2168,653532.wav,5,10,grrwar1,28.226375
2169,653005.wav,4,10-17,grrwar1,278.1634375
2170,652983.wav,1,10-16-17,grrwar1,45.590875
2171,652522.wav,2,10-17,grrwar1,137.7581875
2172,651597.wav,3,10,grrwar1,46.299125
2173,651595.wav,2,10-17,grrwar1,111.2669375
2174,651594.wav,3,10-17,grrwar1,159.0585
2175,651559.wav,2,10,grrwar1,113.6065625
2176,651278.wav,4,10,grrwar1,50.352
2177,651276.wav,2,10,grrwar1,83.424
2178,651274.wav,5,10,grrwar1,68.208
2179,651271.wav,5,10,grrwar1,394.368
2180,651267.wav,3,10,grrwar1,401.376
2181,651259.wav,3,10,grrwar1,352.992
2182,651218.wav,1,10,grrwar1,177.764
2183,650898.wav,4,10,grrwar1,134.645125
2184,650736.wav,4,10,grrwar1,134.5709375
2185,650728.wav,2,10,grrwar1,67.284
2186,650650.wav,3,10-16,grrwar1,45.828
2187,649832.wav,3,10,grrwar1,389.8009375
2188,649284.wav,2,10,grrwar1,26.4289375
2189,648967.wav,1,10,grrwar1,186.90725
2190,648459.wav,1,10,grrwar1,12.96175
2191,647938.wav,4,10,grrwar1,24.7310625
2192,647937.wav,2,10,grrwar1,171.5270625
2193,647874.wav,3,10,grrwar1,96.0885625
2194,647873.wav,5,10,grrwar1,257.8153125
2195,647459.wav,1,10,grrwar1,36.7786875
2196,647443.wav,4,10,grrwar1,49.368
2197,647239.wav,5,10,grrwar1,12.144
2198,646616.wav,2,10,grrwar1,106.533
2199,646460.wav,4,10,grrwar1,81.0383125
2200,646459.wav,4,10,grrwar1,69.444625
2201,646458.wav,4,10,grrwar1,43.4801875
2202,645862.wav,3,10,grrwar1,61.3355
2203,630315.wav,5,10,grrwar1,253.9005625
2204,630244.wav,3,10,grrwar1,157.56
2205,620493.wav,1,10-15,grrwar1,32.0
2206,602349.wav,1,10,grrwar1,602.556125
2207,586248.wav,4,10,grrwar1,73.285125
2208,586246.wav,1,10,grrwar1,235.751
2209,583206.wav,4,10,grrwar1,75.9240625
2210,580449.wav,2,10,grrwar1,12.6665
2211,579176.wav,5,10,grrwar1,36.7916875
2212,576318.wav,5,10,grrwar1,32.7198125
2213,575011.wav,2,10,grrwar1,70.857875
2214,572412.wav,5,10,grrwar1,137.6653125
2215,572141.wav,3,10,grrwar1,70.449
2216,571898.wav,4,10,grrwar1,125.016
2217,571897.wav,5,10,grrwar1,89.424
2218,571896.wav,4,10,grrwar1,30.792
2219,571895.wav,1,10,grrwar1,120.384
2220,571893.wav,5,10,grrwar1,32.232
2221,571333.wav,4,10-17,grrwar1,44.0
2222,570837.wav,2,10,grrwar1,14.0
2223,568845.wav,5,10,grrwar1,80.945625
2224,567980.wav,5,10-10,grrwar1,25.5864375
2225,567073.wav,5,10,grrwar1,80.232
2226,566540.wav,2,10,grrwar1,53.786125
2227,565668.wav,5,10,grrwar1,207.0616875
2228,565049.wav,1,10,grrwar1,51.5516875
2229,564727.wav,3,10-10,grrwar1,95.675875
2230,564480.wav,5,10,grrwar1,155.5745625
2231,564189.wav,5,10,grrwar1,465.696
2232,563269.wav,5,10,grrwar1,4.7143125
2233,563170.wav,2,10,grrwar1,26.6333125
2234,563164.wav,4,10,grrwar1,175.229375
2235,562617.wav,4,10,grrwar1,30.5206875
2236,562616.wav,5,10,grrwar1,18.4146875
2237,562316.wav,2,10-17,grrwar1,253.8359375
2238,561917.wav,5,10,grrwar1,36.264
2239,561800.wav,3,10,grrwar1,2.3998125
2240,560404.wav,2,10,grrwar1,31.14075
2241,559981.wav,2,10,grrwar1,312.2678125
2242,558942.wav,5,10,grrwar1,69.552
2243,555947.wav,3,10,grrwar1,104.489
2244,555228.wav,3,10-10,grrwar1,87.694125
2245,554200.wav,5,10,grrwar1,201.648
2246,551350.wav,5,10,grrwar1,338.0971875
2247,522864.wav,2,10,grrwar1,308.6628125
2248,519927.wav,1,10,grrwar1,239.30775
2249,511182.wav,3,10,grrwar1,60.6968125
2250,489178.wav,3,10,grrwar1,14.838625
2251,489177.wav,2,10,grrwar1,25.5749375
2252,485376.wav,3,10-10,grrwar1,167.588
2253,484749.wav,4,10,grrwar1,35.9236875
2254,483906.wav,4,10,grrwar1,102.0615
2255,483841.wav,3,10,grrwar1,58.528875
2256,483836.wav,4,10,grrwar1,76.6575625
2257,480860.wav,2,10,grrwar1,43.848
2258,480061.wav,1,10,grrwar1,99.436
2259,479978.wav,4,10,grrwar1,131.3436875
2260,479839.wav,5,10,grrwar1,120.592375
2261,478850.wav,3,10,grrwar1,709.3115625
2262,478415.wav,2,10,grrwar1,105.3605625
2263,477688.wav,5,10,grrwar1,132.10125
2264,477258.wav,3,10,grrwar1,31.44
2265,476146.wav,1,10,grrwar1,127.3253125
2266,475965.wav,3,10,grrwar1,109.7950625
2267,475479.wav,3,10,grrwar1,59.512625
2268,475474.wav,5,10,grrwar1,86.527375
2269,475112.wav,4,10,grrwar1,9.528
2270,474964.wav,1,10,grrwar1,298.60275
2271,474488.wav,3,10,grrwar1,22.597
2272,473778.wav,4,10-16,grrwar1,37.68
2273,473571.wav,2,10,grrwar1,98.385125
2274,473568.wav,1,10,grrwar1,64.437375
2275,473249.wav,1,10,grrwar1,25.8126875
2276,471273.wav,1,10,grrwar1,57.118
2277,470989.wav,5,10,grrwar1,46.8
2278,468881.wav,1,10,grrwar1,214.961625
2279,467851.wav,5,10,grrwar1,124.818875
2280,449187.wav,1,10,grrwar1,139.141875
2281,428978.wav,5,10,grrwar1,20.715125
2282,428977.wav,3,10-10,grrwar1,87.6408125
2283,428392.wav,4,10,grrwar1,6.5
2284,424855.wav,3,10,grrwar1,44.1208125
2285,422183.wav,5,10,grrwar1,66.936
2286,422182.wav,3,10,grrwar1,48.384
2287,422020.wav,4,10,grrwar1,50.7036875
2288,422019.wav,5,10-10,grrwar1,301.1135
2289,422018.wav,4,10-10,grrwar1,111.8301875
2290,420542.wav,2,10-15,grrwar1,365.928
2291,420352.wav,3,10,grrwar1,127.7923125
2292,419606.wav,3,10,grrwar1,46.692
2293,417722.wav,1,10,grrwar1,89.005
2294,417425.wav,1,10,grrwar1,129.0449375
2295,417158.wav,4,10,grrwar1,62.088
2296,417157.wav,1,10,grrwar1,23.256
2297,417156.wav,2,10,grrwar1,61.368
2298,417155.wav,4,10,grrwar1,104.496
2299,417152.wav,3,10,grrwar1,36.072
2300,417151.wav,4,10,grrwar1,84.576
2301,417025.wav,2,10,grrwar1,200.2024375
2302,416512.wav,3,10,grrwar1,91.5506875
2303,416396.wav,2,10,grrwar1,67.36
2304,416385.wav,2,10,grrwar1,87.5363125
2305,413443.wav,3,10,grrwar1,77.544
2306,413440.wav,4,10,grrwar1,148.536
2307,413308.wav,5,10,grrwar1,117.528
2308,413306.wav,2,10,grrwar1,24.024
2309,413268.wav,5,10,grrwar1,87.1978125
2310,412830.wav,4,10,grrwar1,81.52925
2311,412818.wav,1,10,grrwar1,207.168
2312,411823.wav,2,10,grrwar1,78.3128125
2313,411815.wav,4,10,grrwar1,48.3166875
2314,405928.wav,5,10,grrwar1,50.695375
2315,405926.wav,1,10,grrwar1,53.3835625
2316,405923.wav,5,10,grrwar1,24.3230625
2317,405920.wav,4,10,grrwar1,50.5563125
2318,402250.wav,4,10,grrwar1,25.752
2319,401731.wav,4,10,grrwar1,39.312375
2320,401472.wav,4,10,grrwar1,25.420375
2321,401468.wav,4,10,grrwar1,34.17925
2322,399951.wav,4,10-17,grrwar1,298.7340625
2323,398406.wav,3,10,grrwar1,117.028625
2324,395300.wav,3,10-10-17,grrwar1,87.936
2325,395297.wav,4,10-10,grrwar1,521.424
2326,393878.wav,5,10-10-17,grrwar1,230.688
2327,385559.wav,5,10,grrwar1,28.369
2328,383516.wav,5,10,grrwar1,207.8301875
2329,383515.wav,5,10,grrwar1,32.7053125
2330,382926.wav,1,10,grrwar1,59.690875
2331,382171.wav,4,10,grrwar1,27.377375
2332,382170.wav,5,10,grrwar1,22.779875
2333,382169.wav,2,10,grrwar1,37.3561875
2334,382168.wav,3,10,grrwar1,29.3888125
2335,382011.wav,5,10,grrwar1,88.0020625
2336,381177.wav,2,10,grrwar1,19.0323125
2337,381176.wav,4,10-17,grrwar1,45.5549375
2338,381011.wav,5,10,grrwar1,45.4791875
2339,379587.wav,1,10,grrwar1,52.728
2340,378949.wav,3,10,grrwar1,156.676875
2341,378348.wav,5,10,grrwar1,7.3143125
2342,378134.wav,1,10,grrwar1,135.5116875
2343,377326.wav,2,10-10,grrwar1,560.8761875
2344,376635.wav,2,10,grrwar1,47.711625
2345,376584.wav,1,10,grrwar1,43.8165
2346,376582.wav,1,10,grrwar1,15.4675625
2347,376579.wav,2,10,grrwar1,20.203375
2348,376578.wav,5,10,grrwar1,103.0854375
2349,375857.wav,5,10-16,grrwar1,89.457875
2350,375320.wav,1,10-17,grrwar1,40.071875
2351,374834.wav,1,10,grrwar1,71.568
2352,373678.wav,2,10,grrwar1,181.60325
2353,373672.wav,5,10,grrwar1,87.3806875
2354,373112.wav,4,10-16,grrwar1,62.1813125
2355,373111.wav,5,10-16,grrwar1,16.8561875
2356,372768.wav,2,10,grrwar1,446.2910625
2357,372294.wav,4,10-10,grrwar1,114.39125
2358,371601.wav,1,10,grrwar1,30.902875
2359,371013.wav,4,10,grrwar1,26.7755
2360,369910.wav,5,10,grrwar1,89.7839375
2361,369813.wav,4,10,grrwar1,28.3429375
2362,369007.wav,2,10,grrwar1,131.8080625
2363,368122.wav,5,10,grrwar1,87.0933125
2364,367684.wav,1,10,grrwar1,241.4965625
2365,367106.wav,2,10-10-16,grrwar1,117.9439375
2366,367079.wav,1,10,grrwar1,45.3485625
2367,367078.wav,4,10,grrwar1,57.19075
2368,366379.wav,3,10,grrwar1,124.081625
2369,366050.wav,1,10,grrwar1,424.4114375
2370,365919.wav,1,10,grrwar1,233.256
2371,364950.wav,1,10,grrwar1,51.5715
2372,364289.wav,1,10,grrwar1,38.64
2373,364288.wav,5,10,grrwar1,56.808
2374,363793.wav,1,10,grrwar1,110.5315
2375,347292.wav,4,10,grrwar1,29.2869375
2376,347291.wav,1,10,grrwar1,33.26125
2377,347290.wav,3,10,grrwar1,9.883
2378,347289.wav,2,10,grrwar1,5.957125
2379,347288.wav,1,10,grrwar1,7.4890625
2380,343786.wav,4,10,grrwar1,90.2791875
2381,343283.wav,4,10,grrwar1,80.064
2382,341532.wav,3,10,grrwar1,36.6414375
2383,336505.wav,5,10,grrwar1,16.0925
2384,334637.wav,5,10-16,grrwar1,59.8204375
2385,330323.wav,1,10,grrwar1,42.3455625
2386,329530.wav,1,10,grrwar1,49.294125
2387,329529.wav,2,10,grrwar1,64.0794375
2388,329527.wav,4,10,grrwar1,127.60925
2389,328405.wav,1,10-16,grrwar1,126.3281875
2390,327885.wav,4,10,grrwar1,183.19675
2391,325359.wav,1,10,grrwar1,48.431
2392,325290.wav,2,10,grrwar1,129.6468125
2393,322549.wav,1,10,grrwar1,80.6933125
2394,322326.wav,5,10-17,grrwar1,17.712125
2395,322182.wav,5,10,grrwar1,47.616
2396,321211.wav,3,10,grrwar1,278.2453125
2397,320974.wav,5,10,grrwar1,22.4925
2398,320132.wav,1,10,grrwar1,49.896
2399,320042.wav,5,10,grrwar1,125.5221875
2400,319528.wav,3,10-17,grrwar1,86.047375
2401,316403.wav,1,10-10,grrwar1,76.6138125
2402,315970.wav,2,10-17,grrwar1,90.911
2403,315781.wav,1,10,grrwar1,120.6044375
2404,315360.wav,3,10,grrwar1,97.257
2405,315325.wav,2,10,grrwar1,29.8399375
2406,315324.wav,2,10,grrwar1,14.4341875
2407,315323.wav,3,10,grrwar1,14.498125
2408,314607.wav,4,10,grrwar1,26.736
2409,313401.wav,4,10,grrwar1,60.73575
2410,306191.wav,2,10,grrwar1,45.36
2411,291582.wav,5,10,grrwar1,81.571625
2412,289559.wav,4,10,grrwar1,719.64
2413,287127.wav,1,10,grrwar1,26.300125
2414,281529.wav,2,10,grrwar1,66.586125
2415,281528.wav,4,10,grrwar1,43.546125
2416,281527.wav,3,10,grrwar1,45.6620625
2417,270203.wav,2,10,grrwar1,57.0253125
2418,269607.wav,3,10,grrwar1,108.2775625
2419,264000.wav,3,10,grrwar1,154.9223125
2420,261475.wav,4,10,grrwar1,98.143125
2421,256475.wav,4,10,grrwar1,14.1333125
2422,248084.wav,3,10,grrwar1,25.44325
2423,247482.wav,1,10,grrwar1,62.1186875
2424,247481.wav,4,10,grrwar1,98.3545
2425,247462.wav,4,10,grrwar1,23.6160625
2426,246856.wav,5,10,grrwar1,75.155375
2427,246322.wav,2,10,grrwar1,82.7820625
2428,244365.wav,2,10,grrwar1,49.038375
2429,243773.wav,2,10-17,grrwar1,135.62775
2430,243577.wav,3,10,grrwar1,60.42125
2431,241145.wav,1,10,grrwar1,502.2
2432,240480.wav,4,10,grrwar1,121.392
2433,225359.wav,3,10-16,grrwar1,72.071875
2434,217902.wav,3,10,grrwar1,64.5485625
2435,214094.wav,5,10-16,grrwar1,97.9330625
2436,193623.wav,2,10,grrwar1,24.216
2437,186550.wav,5,10,grrwar1,48.770625
2438,184382.wav,2,10,grrwar1,48.024
2439,184312.wav,5,10,grrwar1,37.2516875
2440,181961.wav,1,10,grrwar1,327.769
2441,181959.wav,5,10,grrwar1,365.881
2442,181353.wav,2,10-17,grrwar1,169.272
2443,180900.wav,5,10,grrwar1,61.0
2444,180810.wav,1,10-17,grrwar1,374.351875
2445,180809.wav,5,10,grrwar1,204.05875
2446,180757.wav,3,10,grrwar1,74.60575
2447,178960.wav,1,10,grrwar1,46.849
2448,178876.wav,5,10,grrwar1,85.705
2449,178874.wav,2,10,grrwar1,178.081
2450,178871.wav,1,10,grrwar1,100.009
2451,178869.wav,4,10,grrwar1,90.769
2452,178866.wav,2,10,grrwar1,145.777
2453,178865.wav,4,10,grrwar1,44.257
2454,178864.wav,5,10,grrwar1,20.689
2455,178551.wav,1,10,grrwar1,73.4051875
2456,178549.wav,2,10,grrwar1,48.9023125
2457,168720.wav,4,10,grrwar1,66.72
2458,163304.wav,5,10,grrwar1,205.06125
2459,162861.wav,2,10,grrwar1,48.509375
2460,161514.wav,2,10,grrwar1,45.3485625
2461,157120.wav,5,10,grrwar1,25.037625
2462,157119.wav,1,10,grrwar1,55.755125
2463,155522.wav,3,10,grrwar1,59.5689375
2464,153225.wav,5,10,grrwar1,221.80575
2465,149981.wav,1,10,grrwar1,27.4808125
2466,148552.wav,1,10,grrwar1,228.055125
2467,145138.wav,5,10,grrwar1,168.5681875
2468,144968.wav,5,10,grrwar1,69.053125
2469,142676.wav,3,10,grrwar1,27.8996875
2470,142136.wav,1,10,grrwar1,73.368
2471,140530.wav,3,10,grrwar1,66.0898125
2472,140047.wav,2,10,grrwar1,31.5820625
2473,139555.wav,3,10,grrwar1,48.0391875
2474,137857.wav,4,10,grrwar1,68.592
2475,136005.wav,4,10-10-17,grrwar1,46.632
2476,136004.wav,5,10-10,grrwar1,40.368
2477,135640.wav,4,10,grrwar1,103.387625
2478,135424.wav,1,10-17,grrwar1,77.4791875
2479,134613.wav,5,10,grrwar1,66.2988125
2480,134483.wav,5,10,grrwar1,60.455875
2481,134206.wav,3,10-17,grrwar1,22.416
2482,134089.wav,1,10-16,grrwar1,47.3911875
2483,134082.wav,4,10,grrwar1,61.0135625
2484,134071.wav,4,10,grrwar1,108.1649375
2485,131536.wav,4,10,grrwar1,40.632
2486,131004.wav,5,10,grrwar1,77.5200625
2487,129487.wav,4,10,grrwar1,117.504
2488,129486.wav,4,10,grrwar1,130.752
2489,129485.wav,4,10,grrwar1,57.552
2490,121960.wav,3,10,grrwar1,100.4296875
2491,120933.wav,5,10-16,grrwar1,91.6845
2492,110375.wav,2,10,grrwar1,96.7053125
2493,107489.wav,2,10,grrwar1,48.9535
2494,106932.wav,5,10,grrwar1,24.502875
2495,104564.wav,1,10,grrwar1,4.9043125
2496,104183.wav,3,10,grrwar1,155.256
2497,103869.wav,3,10,grrwar1,23.6930625
2498,103169.wav,3,10,grrwar1,61.1004375
2499,101946.wav,3,10,grrwar1,16.2481875
2500,101945.wav,3,10,grrwar1,53.4465625
2501,101549.wav,4,10,grrwar1,178.752
2502,101522.wav,4,10,grrwar1,123.3501875
2503,101521.wav,2,10,grrwar1,41.6914375
2504,100559.wav,4,10,grrwar1,51.7893125
2505,100557.wav,1,10,grrwar1,26.8024375
2506,100330.wav,1,10,grrwar1,49.301375
2507,100010.wav,1,10,grrwar1,151.656
2508,100009.wav,3,10,grrwar1,159.24
2509,99854.wav,3,10,grrwar1,38.76
2510,83213.wav,1,10,grrwar1,87.5101875
2511,81903.wav,3,10-17,grrwar1,41.247375
2512,79581.wav,2,10,grrwar1,58.3053125
2513,79035.wav,3,10,grrwar1,53.577125
2514,79034.wav,5,10,grrwar1,62.4849375
2515,77935.wav,2,10-16,grrwar1,72.116875
2516,75062.wav,5,10,grrwar1,107.2315
2517,74660.wav,4,10,grrwar1,74.057125
2518,56175.wav,2,10,grrwar1,58.3314375
2519,54915.wav,5,10,grrwar1,35.0563125
2520,54260.wav,5,10,grrwar1,183.013875
2521,54029.wav,1,10,grrwar1,35.0543125
2522,54028.wav,5,10,grrwar1,101.142875
2523,50432.wav,3,10,grrwar1,26.4620625
2524,48348.wav,4,10,grrwar1,44.117375
2525,48347.wav,5,10,grrwar1,112.19725
2526,42449.wav,3,10,grrwar1,36.8326875
2527,37397.wav,3,10,grrwar1,48.457125
2528,35419.wav,1,10,grrwar1,71.810625
2529,35334.wav,5,10,grrwar1,59.016
2530,29764.wav,1,10,grrwar1,182.352
2531,29709.wav,3,10,grrwar1,157.176
2532,26695.wav,5,10,grrwar1,136.4375625
2533,22698.wav,5,10,grrwar1,64.05225
2534,18967.wav,3,10,grrwar1,34.0636875
2535,687651.wav,4,10,grrwar1,46.9159375
2536,686894.wav,2,10,grrwar1,70.9298125
2537,686890.wav,1,10,grrwar1,20.166625
2538,672334.wav,4,10,grrwar1,240.985625
2539,669911.wav,1,10-16,grrwar1,222.903875
2540,666634.wav,4,10,grrwar1,48.4138125
2541,666632.wav,5,10,grrwar1,31.85775
2542,664446.wav,1,10,grrwar1,43.486
2543,662846.wav,2,10,grrwar1,27.19175
2544,659736.wav,2,10,grrwar1,55.9945625
2545,656952.wav,5,10,grrwar1,80.3410625
2546,656353.wav,2,10-17,grrwar1,1030.49925
2547,655916.wav,4,10,grrwar1,12.6766875
2548,655538.wav,1,10,grrwar1,31.602
2549,653637.wav,1,10,grrwar1,48.425
2550,653237.wav,5,10,grrwar1,185.985
2551,651705.wav,2,10-17,grrwar1,52.96475
2552,651596.wav,4,10,grrwar1,34.777375
2553,650978.wav,3,10,grrwar1,61.143625
2554,649768.wav,2,10,grrwar1,24.0588125
2555,649705.wav,5,10,grrwar1,100.5453125
2556,649468.wav,5,10,grrwar1,114.6454375
2557,648926.wav,5,10,grrwar1,33.504
2558,647441.wav,3,10,grrwar1,10.86
2559,646215.wav,3,10,grrwar1,23.170625
2560,646214.wav,5,10,grrwar1,88.8424375
2561,646064.wav,2,10,grrwar1,81.2669375
2562,615007.wav,3,10,grrwar1,20.308875
2563,611745.wav,1,10,grrwar1,134.498625
2564,603462.wav,2,10-16,grrwar1,128.9415
2565,595368.wav,1,10,grrwar1,55.99775
2566,586730.wav,1,10,grrwar1,11.4029375
2567,585552.wav,5,10,grrwar1,29.907
2568,584956.wav,2,10,grrwar1,38.0643125
2569,584171.wav,3,10,grrwar1,72.6838125
2570,583156.wav,3,10,grrwar1,23.30125
2571,578410.wav,4,10-17,grrwar1,89.840125
2572,576319.wav,4,10,grrwar1,37.8038125
2573,574921.wav,1,10,grrwar1,23.59175
2574,573628.wav,2,10,grrwar1,58.337875
2575,570720.wav,3,10,grrwar1,30.2236875
2576,570718.wav,4,10,grrwar1,62.850625
2577,570079.wav,5,10,grrwar1,17.728625
2578,570077.wav,1,10,grrwar1,23.6273125
2579,570076.wav,4,10,grrwar1,41.0381875
2580,566055.wav,3,10,grrwar1,55.19925
2581,565810.wav,5,10,grrwar1,252.936
2582,565629.wav,1,10,grrwar1,50.0245
2583,563689.wav,2,10,grrwar1,46.315125
2584,562782.wav,1,10,grrwar1,67.12775
2585,562775.wav,2,10,grrwar1,120.9426875
2586,562331.wav,3,10,grrwar1,139.14475
2587,561988.wav,1,10,grrwar1,18.2
2588,561977.wav,4,10,grrwar1,51.2605625
2589,561799.wav,2,10,grrwar1,102.249
2590,561795.wav,2,10,grrwar1,136.6585
2591,561793.wav,4,10,grrwar1,93.17625
2592,561194.wav,1,10,grrwar1,114.825
2593,560149.wav,5,10,grrwar1,20.1404375
2594,558970.wav,3,10,grrwar1,93.621375
2595,558421.wav,2,10,grrwar1,40.5624375
2596,558019.wav,4,10,grrwar1,57.2270625
2597,557489.wav,5,10-16,grrwar1,66.6026875
2598,557485.wav,3,10,grrwar1,48.512
2599,556732.wav,5,10,grrwar1,86.8049375
2600,556705.wav,5,10,grrwar1,34.993625
2601,555948.wav,3,10,grrwar1,84.427
2602,555656.wav,4,10,grrwar1,10.0693125
2603,555231.wav,2,10-10,grrwar1,96.863125
2604,555230.wav,4,10-10,grrwar1,82.80925
2605,553748.wav,5,10,grrwar1,248.1126875
2606,553695.wav,3,10,grrwar1,53.573
2607,553273.wav,2,10,grrwar1,7.608
2608,550107.wav,4,10-17,grrwar1,140.669375
2609,543208.wav,2,10,grrwar1,19.1796875
2610,543206.wav,1,10,grrwar1,6.5594375
2611,538481.wav,3,10,grrwar1,120.8713125
2612,538094.wav,2,10,grrwar1,117.4726875
2613,535692.wav,4,10,grrwar1,178.3129375
2614,534854.wav,4,10,grrwar1,32.5746875
2615,528603.wav,1,10,grrwar1,20.689
2616,524481.wav,5,10,grrwar1,66.09125
2617,523724.wav,5,10,grrwar1,28.0093125
2618,522426.wav,1,10,grrwar1,27.355
2619,519907.wav,4,10,grrwar1,54.961625
2620,513348.wav,5,10,grrwar1,21.87925
2621,512873.wav,3,10,grrwar1,46.471875
2622,511183.wav,2,10,grrwar1,80.307875
2623,505814.wav,5,10,grrwar1,102.0586875
2624,490342.wav,4,10,grrwar1,74.9191875
2625,489179.wav,2,10,grrwar1,37.5390625
2626,488409.wav,3,10-10,grrwar1,188.029375
2627,488301.wav,2,10,grrwar1,376.0588125
2628,488300.wav,2,10,grrwar1,64.130625
2629,484851.wav,1,10,grrwar1,10.1335
2630,483420.wav,5,10,grrwar1,104.482875
2631,478412.wav,2,10,grrwar1,18.07675
2632,478172.wav,4,10,grrwar1,182.6743125
2633,478102.wav,3,10,grrwar1,118.0605
2634,477945.wav,3,10,grrwar1,281.96575
2635,477541.wav,3,10-16,grrwar1,39.8785625
2636,476963.wav,1,10,grrwar1,64.392
2637,476959.wav,3,10,grrwar1,43.512
2638,476958.wav,5,10,grrwar1,55.992
2639,476642.wav,3,10,grrwar1,28.290625
2640,476641.wav,5,10,grrwar1,41.7175625
2641,476086.wav,3,10,grrwar1,98.7175
2642,473523.wav,4,10,grrwar1,82.548
2643,473504.wav,4,10,grrwar1,57.28075
2644,471549.wav,4,10,grrwar1,37.48575
2645,471275.wav,3,10,grrwar1,36.474
2646,470699.wav,2,10,grrwar1,102.0081875
2647,469868.wav,1,10,grrwar1,167.471
2648,467405.wav,4,10,grrwar1,39.471
2649,452331.wav,5,10,grrwar1,90.4881875
2650,448264.wav,4,10,grrwar1,45.139625
2651,424245.wav,4,10,grrwar1,38.192125
2652,424006.wav,5,10-16,grrwar1,104.472
2653,423270.wav,2,10,grrwar1,147.9574375
2654,420992.wav,4,10,grrwar1,141.426375
2655,420465.wav,2,10,grrwar1,14.158375
2656,418354.wav,2,10,grrwar1,43.4541875
2657,417594.wav,4,10,grrwar1,47.229375
2658,414945.wav,2,10,grrwar1,73.082875
2659,414629.wav,1,10,grrwar1,51.770125
2660,411660.wav,2,10,grrwar1,139.2849375
