,itemid,hasbird,filename,primary_label,filepath,frames,sr,duration,fold
1609,124119,0,124119.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/124119.wav,441000,44100,10.0,3
1610,87617,0,87617.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/87617.wav,441000,44100,10.0,0
1611,179389,1,179389.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/179389.wav,441000,44100,10.0,0
1612,76903,0,76903.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/76903.wav,441000,44100,10.0,0
1613,129218,1,129218.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/129218.wav,441000,44100,10.0,4
1614,169231,0,169231.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/169231.wav,441000,44100,10.0,0
1615,126858,0,126858.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/126858.wav,441000,44100,10.0,2
1616,9219,0,9219.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/9219.wav,441000,44100,10.0,1
1617,74217,0,74217.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/74217.wav,441000,44100,10.0,1
1618,160540,0,160540.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/160540.wav,441000,44100,10.0,2
1619,86954,0,86954.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/86954.wav,441000,44100,10.0,0
1620,144075,0,144075.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/144075.wav,441000,44100,10.0,0
1621,66351,0,66351.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/66351.wav,441000,44100,10.0,1
1622,63733,0,63733.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/63733.wav,441000,44100,10.0,2
1623,90896,0,90896.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/90896.wav,441000,44100,10.0,2
1624,50586,0,50586.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/50586.wav,441000,44100,10.0,2
1625,101460,0,101460.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/101460.wav,441000,44100,10.0,2
1626,101458,1,101458.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/101458.wav,441000,44100,10.0,3
1627,187732,0,187732.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/187732.wav,441000,44100,10.0,3
1628,192290,0,192290.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/192290.wav,441000,44100,10.0,1
1629,108696,1,108696.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/108696.wav,441000,44100,10.0,1
1630,3189,0,3189.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/3189.wav,441000,44100,10.0,2
1631,171175,0,171175.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/171175.wav,441000,44100,10.0,1
1632,53699,1,53699.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/53699.wav,441000,44100,10.0,4
1633,59446,0,59446.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/59446.wav,441000,44100,10.0,1
1634,168083,0,168083.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/168083.wav,441000,44100,10.0,3
1635,160009,0,160009.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/160009.wav,441000,44100,10.0,1
1636,102864,0,102864.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/102864.wav,441000,44100,10.0,3
1637,154916,1,154916.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/154916.wav,441000,44100,10.0,3
1638,75977,0,75977.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/75977.wav,441000,44100,10.0,3
1639,182399,0,182399.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/182399.wav,441000,44100,10.0,2
1640,165265,0,165265.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/165265.wav,441000,44100,10.0,1
1641,113353,0,113353.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/113353.wav,441000,44100,10.0,0
1642,48503,0,48503.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/48503.wav,441000,44100,10.0,4
1643,112184,0,112184.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/112184.wav,441000,44100,10.0,1
1644,160534,0,160534.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/160534.wav,441000,44100,10.0,0
1645,131485,0,131485.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/131485.wav,441000,44100,10.0,2
1646,179506,1,179506.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/179506.wav,441000,44100,10.0,3
1647,71054,1,71054.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/71054.wav,441000,44100,10.0,4
1648,95255,1,95255.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/95255.wav,441000,44100,10.0,0
1649,109376,0,109376.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/109376.wav,441000,44100,10.0,4
1650,112199,1,112199.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/112199.wav,441000,44100,10.0,3
1651,127799,0,127799.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/127799.wav,441000,44100,10.0,4
1652,169534,0,169534.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/169534.wav,441000,44100,10.0,0
1653,40825,1,40825.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/40825.wav,441000,44100,10.0,3
1654,3186,1,3186.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/3186.wav,441000,44100,10.0,2
1655,170584,0,170584.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/170584.wav,441000,44100,10.0,4
1656,157863,1,157863.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/157863.wav,441000,44100,10.0,1
1657,115406,0,115406.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/115406.wav,441000,44100,10.0,2
1658,135661,0,135661.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/135661.wav,441000,44100,10.0,1
1659,34268,0,34268.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/34268.wav,441000,44100,10.0,2
1660,80316,0,80316.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/80316.wav,441000,44100,10.0,2
1661,92345,0,92345.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/92345.wav,441000,44100,10.0,3
1662,139981,0,139981.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/139981.wav,441000,44100,10.0,0
1663,17916,0,17916.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/17916.wav,441000,44100,10.0,4
1664,179355,0,179355.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/179355.wav,441000,44100,10.0,2
1665,104485,1,104485.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/104485.wav,441000,44100,10.0,0
1666,124484,1,124484.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/124484.wav,441000,44100,10.0,3
1667,195310,1,195310.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/195310.wav,441000,44100,10.0,0
1668,168791,0,168791.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/168791.wav,441000,44100,10.0,2
1669,17507,1,17507.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/17507.wav,441000,44100,10.0,1
1670,20018,0,20018.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/20018.wav,441000,44100,10.0,3
1671,191924,0,191924.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/191924.wav,441000,44100,10.0,3
1672,135504,0,135504.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/135504.wav,441000,44100,10.0,3
1673,17090,0,17090.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/17090.wav,441000,44100,10.0,4
1674,62028,1,62028.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/62028.wav,441000,44100,10.0,4
1675,126274,1,126274.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/126274.wav,441000,44100,10.0,1
1676,45987,0,45987.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/45987.wav,441000,44100,10.0,3
1677,71462,0,71462.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/71462.wav,441000,44100,10.0,4
1678,127260,0,127260.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/127260.wav,441000,44100,10.0,4
1679,68149,0,68149.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/68149.wav,441000,44100,10.0,1
1680,90857,0,90857.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/90857.wav,441000,44100,10.0,3
1681,80718,1,80718.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/80718.wav,441000,44100,10.0,0
1682,155199,0,155199.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/155199.wav,441000,44100,10.0,3
1683,111015,1,111015.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/111015.wav,441000,44100,10.0,2
1684,75703,0,75703.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/75703.wav,441000,44100,10.0,3
1685,140844,0,140844.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/140844.wav,441000,44100,10.0,2
1686,1934,0,1934.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/1934.wav,441000,44100,10.0,3
1687,46344,0,46344.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/46344.wav,441000,44100,10.0,4
1688,87616,0,87616.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/87616.wav,441000,44100,10.0,2
1689,144067,0,144067.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/144067.wav,441000,44100,10.0,4
1690,113329,0,113329.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/113329.wav,441000,44100,10.0,1
1691,187128,0,187128.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/187128.wav,441000,44100,10.0,0
1692,56927,0,56927.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/56927.wav,441000,44100,10.0,3
1693,151385,0,151385.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/151385.wav,441000,44100,10.0,2
1694,97589,0,97589.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/97589.wav,441000,44100,10.0,3
1695,102089,0,102089.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/102089.wav,441000,44100,10.0,1
1696,145473,0,145473.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/145473.wav,441000,44100,10.0,0
1697,2155,0,2155.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/2155.wav,441000,44100,10.0,4
1698,77244,1,77244.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/77244.wav,441000,44100,10.0,0
1699,50885,0,50885.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/50885.wav,441000,44100,10.0,0
1700,104585,0,104585.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/104585.wav,441000,44100,10.0,2
1701,69241,0,69241.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/69241.wav,441000,44100,10.0,0
1702,121223,0,121223.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/121223.wav,441000,44100,10.0,0
1703,105219,0,105219.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/105219.wav,441000,44100,10.0,3
1704,53938,0,53938.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/53938.wav,441000,44100,10.0,0
1705,169158,0,169158.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/169158.wav,441000,44100,10.0,2
1706,170565,0,170565.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/170565.wav,441000,44100,10.0,3
1707,63863,0,63863.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/63863.wav,441000,44100,10.0,0
1708,146346,0,146346.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/146346.wav,441000,44100,10.0,3
1709,136408,1,136408.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/136408.wav,441000,44100,10.0,4
1710,179504,1,179504.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/179504.wav,441000,44100,10.0,4
1711,56712,0,56712.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/56712.wav,441000,44100,10.0,1
1712,67829,0,67829.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/67829.wav,441000,44100,10.0,3
1713,164194,0,164194.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/164194.wav,441000,44100,10.0,1
1714,116230,1,116230.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/116230.wav,441000,44100,10.0,0
1715,121566,1,121566.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/121566.wav,441000,44100,10.0,0
1716,85365,0,85365.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/85365.wav,441000,44100,10.0,3
1717,21890,0,21890.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/21890.wav,441000,44100,10.0,3
1718,80709,0,80709.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/80709.wav,441000,44100,10.0,1
1719,17006,0,17006.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/17006.wav,441000,44100,10.0,4
1720,145092,1,145092.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/145092.wav,441000,44100,10.0,4
1721,162854,0,162854.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/162854.wav,441000,44100,10.0,1
1722,195221,1,195221.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/195221.wav,441000,44100,10.0,1
1723,188940,0,188940.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/188940.wav,441000,44100,10.0,3
1724,100275,0,100275.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/100275.wav,441000,44100,10.0,2
1725,59290,0,59290.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/59290.wav,441000,44100,10.0,3
1726,191916,0,191916.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/191916.wav,441000,44100,10.0,2
1727,194714,0,194714.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/194714.wav,441000,44100,10.0,1
1728,156619,1,156619.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/156619.wav,441000,44100,10.0,1
1729,16371,0,16371.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/16371.wav,441000,44100,10.0,3
1730,98860,1,98860.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/98860.wav,441000,44100,10.0,4
1731,195318,0,195318.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/195318.wav,441000,44100,10.0,2
1732,160041,0,160041.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/160041.wav,441000,44100,10.0,4
1733,158591,0,158591.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/158591.wav,441000,44100,10.0,3
1734,127726,0,127726.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/127726.wav,441000,44100,10.0,3
1735,52789,0,52789.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/52789.wav,441000,44100,10.0,2
1736,38694,0,38694.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/38694.wav,441000,44100,10.0,0
1737,38366,0,38366.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/38366.wav,441000,44100,10.0,4
1738,58388,0,58388.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/58388.wav,441000,44100,10.0,2
1739,135135,0,135135.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/135135.wav,441000,44100,10.0,1
1740,185118,0,185118.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/185118.wav,441000,44100,10.0,0
1741,169100,0,169100.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/169100.wav,441000,44100,10.0,1
1742,120780,0,120780.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/120780.wav,441000,44100,10.0,4
1743,2530,0,2530.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/2530.wav,441000,44100,10.0,3
1744,187009,0,187009.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/187009.wav,441000,44100,10.0,1
1745,113439,1,113439.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/113439.wav,441000,44100,10.0,2
1746,188781,1,188781.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/188781.wav,441000,44100,10.0,0
1747,76683,0,76683.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/76683.wav,441000,44100,10.0,4
1748,123224,0,123224.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/123224.wav,441000,44100,10.0,4
1749,76442,1,76442.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/76442.wav,441000,44100,10.0,4
1750,137078,0,137078.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/137078.wav,441000,44100,10.0,1
1751,132985,0,132985.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/132985.wav,441000,44100,10.0,4
1752,168968,0,168968.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/168968.wav,441000,44100,10.0,0
1753,155093,0,155093.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/155093.wav,441000,44100,10.0,2
1754,55174,0,55174.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/55174.wav,441000,44100,10.0,3
1755,71694,0,71694.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/71694.wav,441000,44100,10.0,3
1756,104484,1,104484.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/104484.wav,441000,44100,10.0,1
1757,130016,0,130016.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/130016.wav,441000,44100,10.0,0
1758,176049,0,176049.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/176049.wav,441000,44100,10.0,3
1759,173901,0,173901.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/173901.wav,441000,44100,10.0,3
1760,173998,0,173998.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/173998.wav,441000,44100,10.0,3
1761,7314,0,7314.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/7314.wav,441000,44100,10.0,1
1762,65342,0,65342.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/65342.wav,441000,44100,10.0,1
1763,127371,0,127371.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/127371.wav,441000,44100,10.0,0
1764,125072,0,125072.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/125072.wav,441000,44100,10.0,0
1765,9227,0,9227.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/9227.wav,441000,44100,10.0,1
1766,76371,0,76371.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/76371.wav,441000,44100,10.0,1
1767,169925,0,169925.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/169925.wav,441000,44100,10.0,3
1768,22950,0,22950.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/22950.wav,441000,44100,10.0,3
1769,39983,0,39983.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/39983.wav,441000,44100,10.0,0
1770,151808,0,151808.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/151808.wav,441000,44100,10.0,2
1771,62255,0,62255.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/62255.wav,441000,44100,10.0,4
1772,109371,0,109371.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/109371.wav,441000,44100,10.0,4
1773,111666,0,111666.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/111666.wav,441000,44100,10.0,3
1774,39919,0,39919.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/39919.wav,441000,44100,10.0,4
1775,139099,1,139099.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/139099.wav,441000,44100,10.0,4
1776,54941,0,54941.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/54941.wav,441000,44100,10.0,0
1777,167479,0,167479.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/167479.wav,441000,44100,10.0,0
1778,120147,1,120147.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/120147.wav,441000,44100,10.0,4
1779,94765,0,94765.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/94765.wav,441000,44100,10.0,4
1780,157650,0,157650.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/157650.wav,441000,44100,10.0,1
1781,15790,0,15790.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/15790.wav,441000,44100,10.0,4
1782,133670,0,133670.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/133670.wav,441000,44100,10.0,1
1783,50057,0,50057.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/50057.wav,441000,44100,10.0,0
1784,113387,0,113387.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/113387.wav,441000,44100,10.0,1
1785,158600,0,158600.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/158600.wav,441000,44100,10.0,4
1786,138466,0,138466.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/138466.wav,441000,44100,10.0,1
1787,126761,0,126761.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/126761.wav,441000,44100,10.0,4
1788,65330,0,65330.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/65330.wav,441000,44100,10.0,4
1789,71718,0,71718.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/71718.wav,441000,44100,10.0,2
1790,146712,1,146712.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/146712.wav,441000,44100,10.0,2
1791,184634,0,184634.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/184634.wav,441000,44100,10.0,3
1792,113330,0,113330.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/113330.wav,441000,44100,10.0,3
1793,60074,0,60074.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/60074.wav,441000,44100,10.0,3
1794,74922,0,74922.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/74922.wav,441000,44100,10.0,2
1795,141977,0,141977.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/141977.wav,441000,44100,10.0,3
1796,168052,0,168052.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/168052.wav,441000,44100,10.0,4
1797,93656,0,93656.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/93656.wav,441000,44100,10.0,1
1798,162741,0,162741.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/162741.wav,441000,44100,10.0,1
1799,53683,1,53683.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/53683.wav,441000,44100,10.0,4
1800,174860,0,174860.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/174860.wav,441000,44100,10.0,1
1801,94836,0,94836.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/94836.wav,441000,44100,10.0,4
1802,157913,0,157913.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/157913.wav,441000,44100,10.0,0
1803,70323,0,70323.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/70323.wav,441000,44100,10.0,1
1804,20011,1,20011.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/20011.wav,441000,44100,10.0,0
1805,170582,0,170582.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/170582.wav,441000,44100,10.0,0
1806,127628,0,127628.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/127628.wav,441000,44100,10.0,2
1807,123995,0,123995.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/123995.wav,441000,44100,10.0,0
1808,149049,0,149049.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/149049.wav,441000,44100,10.0,0
1809,94216,0,94216.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/94216.wav,441000,44100,10.0,3
1810,188031,0,188031.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/188031.wav,441000,44100,10.0,2
1811,148871,1,148871.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/148871.wav,441000,44100,10.0,1
1812,74471,0,74471.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/74471.wav,441000,44100,10.0,3
1813,171388,0,171388.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/171388.wav,441000,44100,10.0,1
1814,79267,0,79267.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/79267.wav,441000,44100,10.0,2
1815,184636,0,184636.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/184636.wav,441000,44100,10.0,4
1816,146275,1,146275.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/146275.wav,441000,44100,10.0,1
1817,127800,0,127800.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/127800.wav,441000,44100,10.0,1
1818,52419,0,52419.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/52419.wav,441000,44100,10.0,4
1819,181399,1,181399.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/181399.wav,441000,44100,10.0,0
1820,156191,0,156191.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/156191.wav,441000,44100,10.0,2
1821,188686,0,188686.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/188686.wav,441000,44100,10.0,0
1822,172768,0,172768.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/172768.wav,441000,44100,10.0,4
1823,87785,0,87785.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/87785.wav,441000,44100,10.0,2
1824,77469,0,77469.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/77469.wav,441000,44100,10.0,0
1825,107092,1,107092.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/107092.wav,441000,44100,10.0,2
1826,133094,0,133094.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/133094.wav,441000,44100,10.0,1
1827,56609,0,56609.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/56609.wav,441000,44100,10.0,3
1828,132145,0,132145.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/132145.wav,441000,44100,10.0,4
1829,126758,0,126758.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/126758.wav,441000,44100,10.0,1
1830,60687,0,60687.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/60687.wav,441000,44100,10.0,4
1831,125424,1,125424.wav,bird,/content/input/ff1010bird/ff1010bird_wav/wav/125424.wav,441000,44100,10.0,4
1832,58858,0,58858.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/58858.wav,441000,44100,10.0,0
1833,147928,0,147928.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/147928.wav,441000,44100,10.0,4
1834,104539,0,104539.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/104539.wav,441000,44100,10.0,2
1835,99085,0,99085.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/99085.wav,441000,44100,10.0,3
1836,165385,0,165385.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/165385.wav,441000,44100,10.0,1
1837,102855,0,102855.wav,nocall,/content/input/ff1010bird/ff1010bird_wav/wav/102855.wav,441000,44100,10.0,2
