bird,audio,path,length,destination
commyn,110879.wav,/datasets/xeno_canto/491_dataset/commyn/110879.wav,80.822875,/datasets/xeno_canto/491/110879.wav
commyn,110874.wav,/datasets/xeno_canto/491_dataset/commyn/110874.wav,5.851438,/datasets/xeno_canto/491/110874.wav
commyn,110873.wav,/datasets/xeno_canto/491_dataset/commyn/110873.wav,7.601625,/datasets/xeno_canto/491/110873.wav
commyn,102124.wav,/datasets/xeno_canto/491_dataset/commyn/102124.wav,76.608,/datasets/xeno_canto/491/102124.wav
commyn,102123.wav,/datasets/xeno_canto/491_dataset/commyn/102123.wav,41.448,/datasets/xeno_canto/491/102123.wav
commyn,102122.wav,/datasets/xeno_canto/491_dataset/commyn/102122.wav,108.84,/datasets/xeno_canto/491/102122.wav
commyn,102121.wav,/datasets/xeno_canto/491_dataset/commyn/102121.wav,64.488,/datasets/xeno_canto/491/102121.wav
commyn,379535.wav,/datasets/xeno_canto/491_dataset/commyn/379535.wav,47.74025,/datasets/xeno_canto/491/379535.wav
commyn,703337.wav,/datasets/xeno_canto/491_dataset/commyn/703337.wav,30.429063,/datasets/xeno_canto/491/703337.wav
padwar1,659374.wav,/datasets/xeno_canto/491_dataset/padwar1/659374.wav,31.351,/datasets/xeno_canto/491/659374.wav
padwar1,622254.wav,/datasets/xeno_canto/491_dataset/padwar1/622254.wav,48.033125,/datasets/xeno_canto/491/622254.wav
padwar1,622253.wav,/datasets/xeno_canto/491_dataset/padwar1/622253.wav,8.163,/datasets/xeno_canto/491/622253.wav
padwar1,473835.wav,/datasets/xeno_canto/491_dataset/padwar1/473835.wav,50.544,/datasets/xeno_canto/491/473835.wav
padwar1,473834.wav,/datasets/xeno_canto/491_dataset/padwar1/473834.wav,16.536,/datasets/xeno_canto/491/473834.wav
padwar1,473616.wav,/datasets/xeno_canto/491_dataset/padwar1/473616.wav,42.24,/datasets/xeno_canto/491/473616.wav
padwar1,473552.wav,/datasets/xeno_canto/491_dataset/padwar1/473552.wav,52.008,/datasets/xeno_canto/491/473552.wav
padwar1,447187.wav,/datasets/xeno_canto/491_dataset/padwar1/447187.wav,18.782063,/datasets/xeno_canto/491/447187.wav
padwar1,414268.wav,/datasets/xeno_canto/491_dataset/padwar1/414268.wav,116.52,/datasets/xeno_canto/491/414268.wav
padwar1,414266.wav,/datasets/xeno_canto/491_dataset/padwar1/414266.wav,113.016,/datasets/xeno_canto/491/414266.wav
padwar1,414265.wav,/datasets/xeno_canto/491_dataset/padwar1/414265.wav,55.368,/datasets/xeno_canto/491/414265.wav
padwar1,414264.wav,/datasets/xeno_canto/491_dataset/padwar1/414264.wav,55.849813,/datasets/xeno_canto/491/414264.wav
padwar1,414261.wav,/datasets/xeno_canto/491_dataset/padwar1/414261.wav,51.3045,/datasets/xeno_canto/491/414261.wav
padwar1,414258.wav,/datasets/xeno_canto/491_dataset/padwar1/414258.wav,44.856,/datasets/xeno_canto/491/414258.wav
padwar1,414257.wav,/datasets/xeno_canto/491_dataset/padwar1/414257.wav,25.056,/datasets/xeno_canto/491/414257.wav
padwar1,414256.wav,/datasets/xeno_canto/491_dataset/padwar1/414256.wav,89.616,/datasets/xeno_canto/491/414256.wav
padwar1,413762.wav,/datasets/xeno_canto/491_dataset/padwar1/413762.wav,91.992,/datasets/xeno_canto/491/413762.wav
padwar1,403962.wav,/datasets/xeno_canto/491_dataset/padwar1/403962.wav,58.88,/datasets/xeno_canto/491/403962.wav
padwar1,317312.wav,/datasets/xeno_canto/491_dataset/padwar1/317312.wav,22.857125,/datasets/xeno_canto/491/317312.wav
padwar1,317311.wav,/datasets/xeno_canto/491_dataset/padwar1/317311.wav,27.402438,/datasets/xeno_canto/491/317311.wav
padwar1,317309.wav,/datasets/xeno_canto/491_dataset/padwar1/317309.wav,64.0,/datasets/xeno_canto/491/317309.wav
padwar1,304212.wav,/datasets/xeno_canto/491_dataset/padwar1/304212.wav,30.040813,/datasets/xeno_canto/491/304212.wav
padwar1,295995.wav,/datasets/xeno_canto/491_dataset/padwar1/295995.wav,55.165875,/datasets/xeno_canto/491/295995.wav
padwar1,295994.wav,/datasets/xeno_canto/491_dataset/padwar1/295994.wav,82.588188,/datasets/xeno_canto/491/295994.wav
padwar1,295993.wav,/datasets/xeno_canto/491_dataset/padwar1/295993.wav,87.951625,/datasets/xeno_canto/491/295993.wav
padwar1,295992.wav,/datasets/xeno_canto/491_dataset/padwar1/295992.wav,104.043375,/datasets/xeno_canto/491/295992.wav
padwar1,154731.wav,/datasets/xeno_canto/491_dataset/padwar1/154731.wav,99.432375,/datasets/xeno_canto/491/154731.wav
padwar1,120653.wav,/datasets/xeno_canto/491_dataset/padwar1/120653.wav,45.168,/datasets/xeno_canto/491/120653.wav
padwar1,43822.wav,/datasets/xeno_canto/491_dataset/padwar1/43822.wav,10.579625,/datasets/xeno_canto/491/43822.wav
padwar1,43821.wav,/datasets/xeno_canto/491_dataset/padwar1/43821.wav,73.01225,/datasets/xeno_canto/491/43821.wav
padwar1,43820.wav,/datasets/xeno_canto/491_dataset/padwar1/43820.wav,28.186125,/datasets/xeno_canto/491/43820.wav
padwar1,19796.wav,/datasets/xeno_canto/491_dataset/padwar1/19796.wav,19.957563,/datasets/xeno_canto/491/19796.wav
padwar1,666075.wav,/datasets/xeno_canto/491_dataset/padwar1/666075.wav,7.287,/datasets/xeno_canto/491/666075.wav
padwar1,488304.wav,/datasets/xeno_canto/491_dataset/padwar1/488304.wav,50.07675,/datasets/xeno_canto/491/488304.wav
padwar1,317308.wav,/datasets/xeno_canto/491_dataset/padwar1/317308.wav,54.648188,/datasets/xeno_canto/491/317308.wav
padwar1,317307.wav,/datasets/xeno_canto/491_dataset/padwar1/317307.wav,64.15675,/datasets/xeno_canto/491/317307.wav
padwar1,308562.wav,/datasets/xeno_canto/491_dataset/padwar1/308562.wav,24.973063,/datasets/xeno_canto/491/308562.wav
padwar1,264055.wav,/datasets/xeno_canto/491_dataset/padwar1/264055.wav,53.054688,/datasets/xeno_canto/491/264055.wav
padwar1,212196.wav,/datasets/xeno_canto/491_dataset/padwar1/212196.wav,21.048,/datasets/xeno_canto/491/212196.wav
padwar1,184310.wav,/datasets/xeno_canto/491_dataset/padwar1/184310.wav,37.382313,/datasets/xeno_canto/491/184310.wav
padwar1,184309.wav,/datasets/xeno_canto/491_dataset/padwar1/184309.wav,11.337125,/datasets/xeno_canto/491/184309.wav
padwar1,184307.wav,/datasets/xeno_canto/491_dataset/padwar1/184307.wav,27.637563,/datasets/xeno_canto/491/184307.wav
padwar1,184303.wav,/datasets/xeno_canto/491_dataset/padwar1/184303.wav,90.3325,/datasets/xeno_canto/491/184303.wav
padwar1,182272.wav,/datasets/xeno_canto/491_dataset/padwar1/182272.wav,20.662875,/datasets/xeno_canto/491/182272.wav
padwar1,182271.wav,/datasets/xeno_canto/491_dataset/padwar1/182271.wav,22.857125,/datasets/xeno_canto/491/182271.wav
padwar1,182269.wav,/datasets/xeno_canto/491_dataset/padwar1/182269.wav,46.994313,/datasets/xeno_canto/491/182269.wav
padwar1,156557.wav,/datasets/xeno_canto/491_dataset/padwar1/156557.wav,51.384,/datasets/xeno_canto/491/156557.wav
padwar1,120429.wav,/datasets/xeno_canto/491_dataset/padwar1/120429.wav,12.269375,/datasets/xeno_canto/491/120429.wav
padwar1,120418.wav,/datasets/xeno_canto/491_dataset/padwar1/120418.wav,74.301375,/datasets/xeno_canto/491/120418.wav
padwar1,43824.wav,/datasets/xeno_canto/491_dataset/padwar1/43824.wav,15.098813,/datasets/xeno_canto/491/43824.wav
padwar1,43823.wav,/datasets/xeno_canto/491_dataset/padwar1/43823.wav,9.952688,/datasets/xeno_canto/491/43823.wav
padwar1,434796.wav,/datasets/xeno_canto/491_dataset/padwar1/434796.wav,73.457375,/datasets/xeno_canto/491/434796.wav
padwar1,409692.wav,/datasets/xeno_canto/491_dataset/padwar1/409692.wav,30.864,/datasets/xeno_canto/491/409692.wav
padwar1,377447.wav,/datasets/xeno_canto/491_dataset/padwar1/377447.wav,93.939625,/datasets/xeno_canto/491/377447.wav
padwar1,314836.wav,/datasets/xeno_canto/491_dataset/padwar1/314836.wav,12.199188,/datasets/xeno_canto/491/314836.wav
padwar1,305435.wav,/datasets/xeno_canto/491_dataset/padwar1/305435.wav,52.84575,/datasets/xeno_canto/491/305435.wav
padwar1,262729.wav,/datasets/xeno_canto/491_dataset/padwar1/262729.wav,18.703688,/datasets/xeno_canto/491/262729.wav
padwar1,184308.wav,/datasets/xeno_canto/491_dataset/padwar1/184308.wav,41.091688,/datasets/xeno_canto/491/184308.wav
padwar1,183828.wav,/datasets/xeno_canto/491_dataset/padwar1/183828.wav,26.93225,/datasets/xeno_canto/491/183828.wav
padwar1,80699.wav,/datasets/xeno_canto/491_dataset/padwar1/80699.wav,38.7135,/datasets/xeno_canto/491/80699.wav
padwar1,305395.wav,/datasets/xeno_canto/491_dataset/padwar1/305395.wav,79.4645,/datasets/xeno_canto/491/305395.wav
padwar1,215502.wav,/datasets/xeno_canto/491_dataset/padwar1/215502.wav,13.195625,/datasets/xeno_canto/491/215502.wav
padwar1,158008.wav,/datasets/xeno_canto/491_dataset/padwar1/158008.wav,19.487375,/datasets/xeno_canto/491/158008.wav
grrwar1,562617.wav,/datasets/xeno_canto/491_dataset/grrwar1/562617.wav,30.520688,/datasets/xeno_canto/491/562617.wav
grrwar1,409129.wav,/datasets/xeno_canto/491_dataset/grrwar1/409129.wav,22.533375,/datasets/xeno_canto/491/409129.wav
grrwar1,452331.wav,/datasets/xeno_canto/491_dataset/grrwar1/452331.wav,90.488188,/datasets/xeno_canto/491/452331.wav
grrwar1,562616.wav,/datasets/xeno_canto/491_dataset/grrwar1/562616.wav,18.414688,/datasets/xeno_canto/491/562616.wav
grrwar1,376574.wav,/datasets/xeno_canto/491_dataset/grrwar1/376574.wav,16.69225,/datasets/xeno_canto/491/376574.wav
grrwar1,448264.wav,/datasets/xeno_canto/491_dataset/grrwar1/448264.wav,45.139625,/datasets/xeno_canto/491/448264.wav
grrwar1,373151.wav,/datasets/xeno_canto/491_dataset/grrwar1/373151.wav,36.623688,/datasets/xeno_canto/491/373151.wav
grrwar1,180900.wav,/datasets/xeno_canto/491_dataset/grrwar1/180900.wav,61.0,/datasets/xeno_canto/491/180900.wav
grrwar1,424245.wav,/datasets/xeno_canto/491_dataset/grrwar1/424245.wav,38.192125,/datasets/xeno_canto/491/424245.wav
grrwar1,373143.wav,/datasets/xeno_canto/491_dataset/grrwar1/373143.wav,7.262063,/datasets/xeno_canto/491/373143.wav
grrwar1,372108.wav,/datasets/xeno_canto/491_dataset/grrwar1/372108.wav,28.081625,/datasets/xeno_canto/491/372108.wav
grrwar1,424006.wav,/datasets/xeno_canto/491_dataset/grrwar1/424006.wav,104.472,/datasets/xeno_canto/491/424006.wav
grrwar1,368204.wav,/datasets/xeno_canto/491_dataset/grrwar1/368204.wav,15.934688,/datasets/xeno_canto/491/368204.wav
grrwar1,340562.wav,/datasets/xeno_canto/491_dataset/grrwar1/340562.wav,91.795375,/datasets/xeno_canto/491/340562.wav
grrwar1,333365.wav,/datasets/xeno_canto/491_dataset/grrwar1/333365.wav,11.206563,/datasets/xeno_canto/491/333365.wav
grrwar1,328584.wav,/datasets/xeno_canto/491_dataset/grrwar1/328584.wav,13.583688,/datasets/xeno_canto/491/328584.wav
grrwar1,318036.wav,/datasets/xeno_canto/491_dataset/grrwar1/318036.wav,41.11675,/datasets/xeno_canto/491/318036.wav
grrwar1,316460.wav,/datasets/xeno_canto/491_dataset/grrwar1/316460.wav,17.472,/datasets/xeno_canto/491/316460.wav
grrwar1,561917.wav,/datasets/xeno_canto/491_dataset/grrwar1/561917.wav,36.264,/datasets/xeno_canto/491/561917.wav
grrwar1,309385.wav,/datasets/xeno_canto/491_dataset/grrwar1/309385.wav,50.4,/datasets/xeno_canto/491/309385.wav
grrwar1,180757.wav,/datasets/xeno_canto/491_dataset/grrwar1/180757.wav,74.60575,/datasets/xeno_canto/491/180757.wav
grrwar1,560404.wav,/datasets/xeno_canto/491_dataset/grrwar1/560404.wav,31.14075,/datasets/xeno_canto/491/560404.wav
grrwar1,307007.wav,/datasets/xeno_canto/491_dataset/grrwar1/307007.wav,39.809188,/datasets/xeno_canto/491/307007.wav
grrwar1,178960.wav,/datasets/xeno_canto/491_dataset/grrwar1/178960.wav,46.849,/datasets/xeno_canto/491/178960.wav
grrwar1,302948.wav,/datasets/xeno_canto/491_dataset/grrwar1/302948.wav,38.928,/datasets/xeno_canto/491/302948.wav
grrwar1,178876.wav,/datasets/xeno_canto/491_dataset/grrwar1/178876.wav,85.705,/datasets/xeno_canto/491/178876.wav
grrwar1,279759.wav,/datasets/xeno_canto/491_dataset/grrwar1/279759.wav,36.049,/datasets/xeno_canto/491/279759.wav
grrwar1,420465.wav,/datasets/xeno_canto/491_dataset/grrwar1/420465.wav,14.158375,/datasets/xeno_canto/491/420465.wav
grrwar1,243950.wav,/datasets/xeno_canto/491_dataset/grrwar1/243950.wav,81.750375,/datasets/xeno_canto/491/243950.wav
grrwar1,418354.wav,/datasets/xeno_canto/491_dataset/grrwar1/418354.wav,43.454188,/datasets/xeno_canto/491/418354.wav
grrwar1,417594.wav,/datasets/xeno_canto/491_dataset/grrwar1/417594.wav,47.229375,/datasets/xeno_canto/491/417594.wav
grrwar1,241968.wav,/datasets/xeno_canto/491_dataset/grrwar1/241968.wav,31.608438,/datasets/xeno_canto/491/241968.wav
grrwar1,240268.wav,/datasets/xeno_canto/491_dataset/grrwar1/240268.wav,65.306125,/datasets/xeno_canto/491/240268.wav
grrwar1,414945.wav,/datasets/xeno_canto/491_dataset/grrwar1/414945.wav,73.082875,/datasets/xeno_canto/491/414945.wav
grrwar1,208340.wav,/datasets/xeno_canto/491_dataset/grrwar1/208340.wav,16.746625,/datasets/xeno_canto/491/208340.wav
grrwar1,208339.wav,/datasets/xeno_canto/491_dataset/grrwar1/208339.wav,12.19375,/datasets/xeno_canto/491/208339.wav
grrwar1,414629.wav,/datasets/xeno_canto/491_dataset/grrwar1/414629.wav,51.770125,/datasets/xeno_canto/491/414629.wav
grrwar1,558942.wav,/datasets/xeno_canto/491_dataset/grrwar1/558942.wav,69.552,/datasets/xeno_canto/491/558942.wav
grrwar1,178871.wav,/datasets/xeno_canto/491_dataset/grrwar1/178871.wav,100.009,/datasets/xeno_canto/491/178871.wav
grrwar1,208314.wav,/datasets/xeno_canto/491_dataset/grrwar1/208314.wav,27.3415,/datasets/xeno_canto/491/208314.wav
grrwar1,208313.wav,/datasets/xeno_canto/491_dataset/grrwar1/208313.wav,13.252688,/datasets/xeno_canto/491/208313.wav
grrwar1,187378.wav,/datasets/xeno_canto/491_dataset/grrwar1/187378.wav,31.301688,/datasets/xeno_canto/491/187378.wav
grrwar1,555947.wav,/datasets/xeno_canto/491_dataset/grrwar1/555947.wav,104.489,/datasets/xeno_canto/491/555947.wav
grrwar1,187084.wav,/datasets/xeno_canto/491_dataset/grrwar1/187084.wav,14.472938,/datasets/xeno_canto/491/187084.wav
grrwar1,178869.wav,/datasets/xeno_canto/491_dataset/grrwar1/178869.wav,90.769,/datasets/xeno_canto/491/178869.wav
grrwar1,555228.wav,/datasets/xeno_canto/491_dataset/grrwar1/555228.wav,87.694125,/datasets/xeno_canto/491/555228.wav
grrwar1,411317.wav,/datasets/xeno_canto/491_dataset/grrwar1/411317.wav,57.48,/datasets/xeno_canto/491/411317.wav
grrwar1,181385.wav,/datasets/xeno_canto/491_dataset/grrwar1/181385.wav,22.909375,/datasets/xeno_canto/491/181385.wav
grrwar1,180964.wav,/datasets/xeno_canto/491_dataset/grrwar1/180964.wav,68.858813,/datasets/xeno_canto/491/180964.wav
grrwar1,410115.wav,/datasets/xeno_canto/491_dataset/grrwar1/410115.wav,103.663938,/datasets/xeno_canto/491/410115.wav
grrwar1,180963.wav,/datasets/xeno_canto/491_dataset/grrwar1/180963.wav,45.009,/datasets/xeno_canto/491/180963.wav
grrwar1,180962.wav,/datasets/xeno_canto/491_dataset/grrwar1/180962.wav,34.899625,/datasets/xeno_canto/491/180962.wav
grrwar1,178865.wav,/datasets/xeno_canto/491_dataset/grrwar1/178865.wav,44.257,/datasets/xeno_canto/491/178865.wav
grrwar1,405929.wav,/datasets/xeno_canto/491_dataset/grrwar1/405929.wav,76.993563,/datasets/xeno_canto/491/405929.wav
grrwar1,180961.wav,/datasets/xeno_canto/491_dataset/grrwar1/180961.wav,59.898813,/datasets/xeno_canto/491/180961.wav
grrwar1,178864.wav,/datasets/xeno_canto/491_dataset/grrwar1/178864.wav,20.689,/datasets/xeno_canto/491/178864.wav
grrwar1,405919.wav,/datasets/xeno_canto/491_dataset/grrwar1/405919.wav,25.523688,/datasets/xeno_canto/491/405919.wav
grrwar1,180960.wav,/datasets/xeno_canto/491_dataset/grrwar1/180960.wav,85.58875,/datasets/xeno_canto/491/180960.wav
grrwar1,178551.wav,/datasets/xeno_canto/491_dataset/grrwar1/178551.wav,73.405188,/datasets/xeno_canto/491/178551.wav
grrwar1,402889.wav,/datasets/xeno_canto/491_dataset/grrwar1/402889.wav,16.759,/datasets/xeno_canto/491/402889.wav
grrwar1,180959.wav,/datasets/xeno_canto/491_dataset/grrwar1/180959.wav,28.00325,/datasets/xeno_canto/491/180959.wav
grrwar1,178549.wav,/datasets/xeno_canto/491_dataset/grrwar1/178549.wav,48.902313,/datasets/xeno_canto/491/178549.wav
grrwar1,168720.wav,/datasets/xeno_canto/491_dataset/grrwar1/168720.wav,66.72,/datasets/xeno_canto/491/168720.wav
grrwar1,180173.wav,/datasets/xeno_canto/491_dataset/grrwar1/180173.wav,75.239125,/datasets/xeno_canto/491/180173.wav
grrwar1,162861.wav,/datasets/xeno_canto/491_dataset/grrwar1/162861.wav,48.509375,/datasets/xeno_canto/491/162861.wav
grrwar1,161514.wav,/datasets/xeno_canto/491_dataset/grrwar1/161514.wav,45.348563,/datasets/xeno_canto/491/161514.wav
grrwar1,178863.wav,/datasets/xeno_canto/491_dataset/grrwar1/178863.wav,75.913,/datasets/xeno_canto/491/178863.wav
grrwar1,157120.wav,/datasets/xeno_canto/491_dataset/grrwar1/157120.wav,25.037625,/datasets/xeno_canto/491/157120.wav
grrwar1,157119.wav,/datasets/xeno_canto/491_dataset/grrwar1/157119.wav,55.755125,/datasets/xeno_canto/491/157119.wav
grrwar1,155522.wav,/datasets/xeno_canto/491_dataset/grrwar1/155522.wav,59.568938,/datasets/xeno_canto/491/155522.wav
grrwar1,511182.wav,/datasets/xeno_canto/491_dataset/grrwar1/511182.wav,60.696813,/datasets/xeno_canto/491/511182.wav
grrwar1,489178.wav,/datasets/xeno_canto/491_dataset/grrwar1/489178.wav,14.838625,/datasets/xeno_canto/491/489178.wav
grrwar1,489177.wav,/datasets/xeno_canto/491_dataset/grrwar1/489177.wav,25.574938,/datasets/xeno_canto/491/489177.wav
grrwar1,393022.wav,/datasets/xeno_canto/491_dataset/grrwar1/393022.wav,24.417125,/datasets/xeno_canto/491/393022.wav
grrwar1,393021.wav,/datasets/xeno_canto/491_dataset/grrwar1/393021.wav,21.337188,/datasets/xeno_canto/491/393021.wav
grrwar1,393019.wav,/datasets/xeno_canto/491_dataset/grrwar1/393019.wav,20.508563,/datasets/xeno_canto/491/393019.wav
grrwar1,393016.wav,/datasets/xeno_canto/491_dataset/grrwar1/393016.wav,12.157625,/datasets/xeno_canto/491/393016.wav
grrwar1,387394.wav,/datasets/xeno_canto/491_dataset/grrwar1/387394.wav,37.042688,/datasets/xeno_canto/491/387394.wav
grrwar1,383372.wav,/datasets/xeno_canto/491_dataset/grrwar1/383372.wav,44.17825,/datasets/xeno_canto/491/383372.wav
grrwar1,149981.wav,/datasets/xeno_canto/491_dataset/grrwar1/149981.wav,27.480813,/datasets/xeno_canto/491/149981.wav
grrwar1,377794.wav,/datasets/xeno_canto/491_dataset/grrwar1/377794.wav,93.327875,/datasets/xeno_canto/491/377794.wav
grrwar1,484749.wav,/datasets/xeno_canto/491_dataset/grrwar1/484749.wav,35.923688,/datasets/xeno_canto/491/484749.wav
grrwar1,483906.wav,/datasets/xeno_canto/491_dataset/grrwar1/483906.wav,102.0615,/datasets/xeno_canto/491/483906.wav
grrwar1,377680.wav,/datasets/xeno_canto/491_dataset/grrwar1/377680.wav,9.413313,/datasets/xeno_canto/491/377680.wav
grrwar1,483841.wav,/datasets/xeno_canto/491_dataset/grrwar1/483841.wav,58.528875,/datasets/xeno_canto/491/483841.wav
grrwar1,144968.wav,/datasets/xeno_canto/491_dataset/grrwar1/144968.wav,69.053125,/datasets/xeno_canto/491/144968.wav
grrwar1,483836.wav,/datasets/xeno_canto/491_dataset/grrwar1/483836.wav,76.657563,/datasets/xeno_canto/491/483836.wav
grrwar1,142676.wav,/datasets/xeno_canto/491_dataset/grrwar1/142676.wav,27.899688,/datasets/xeno_canto/491/142676.wav
grrwar1,480860.wav,/datasets/xeno_canto/491_dataset/grrwar1/480860.wav,43.848,/datasets/xeno_canto/491/480860.wav
grrwar1,376637.wav,/datasets/xeno_canto/491_dataset/grrwar1/376637.wav,36.168063,/datasets/xeno_canto/491/376637.wav
grrwar1,142136.wav,/datasets/xeno_canto/491_dataset/grrwar1/142136.wav,73.368,/datasets/xeno_canto/491/142136.wav
grrwar1,376577.wav,/datasets/xeno_canto/491_dataset/grrwar1/376577.wav,28.6485,/datasets/xeno_canto/491/376577.wav
grrwar1,480061.wav,/datasets/xeno_canto/491_dataset/grrwar1/480061.wav,99.436,/datasets/xeno_canto/491/480061.wav
grrwar1,140530.wav,/datasets/xeno_canto/491_dataset/grrwar1/140530.wav,66.089813,/datasets/xeno_canto/491/140530.wav
grrwar1,376575.wav,/datasets/xeno_canto/491_dataset/grrwar1/376575.wav,27.617125,/datasets/xeno_canto/491/376575.wav
grrwar1,373152.wav,/datasets/xeno_canto/491_dataset/grrwar1/373152.wav,6.060438,/datasets/xeno_canto/491/373152.wav
grrwar1,140047.wav,/datasets/xeno_canto/491_dataset/grrwar1/140047.wav,31.582063,/datasets/xeno_canto/491/140047.wav
grrwar1,372926.wav,/datasets/xeno_canto/491_dataset/grrwar1/372926.wav,14.001625,/datasets/xeno_canto/491/372926.wav
grrwar1,139555.wav,/datasets/xeno_canto/491_dataset/grrwar1/139555.wav,48.039188,/datasets/xeno_canto/491/139555.wav
grrwar1,370701.wav,/datasets/xeno_canto/491_dataset/grrwar1/370701.wav,67.043938,/datasets/xeno_canto/491/370701.wav
grrwar1,366635.wav,/datasets/xeno_canto/491_dataset/grrwar1/366635.wav,17.764313,/datasets/xeno_canto/491/366635.wav
grrwar1,137857.wav,/datasets/xeno_canto/491_dataset/grrwar1/137857.wav,68.592,/datasets/xeno_canto/491/137857.wav
grrwar1,366623.wav,/datasets/xeno_canto/491_dataset/grrwar1/366623.wav,44.226375,/datasets/xeno_canto/491/366623.wav
grrwar1,136005.wav,/datasets/xeno_canto/491_dataset/grrwar1/136005.wav,46.632,/datasets/xeno_canto/491/136005.wav
grrwar1,366044.wav,/datasets/xeno_canto/491_dataset/grrwar1/366044.wav,10.475125,/datasets/xeno_canto/491/366044.wav
grrwar1,358978.wav,/datasets/xeno_canto/491_dataset/grrwar1/358978.wav,22.726563,/datasets/xeno_canto/491/358978.wav
grrwar1,136004.wav,/datasets/xeno_canto/491_dataset/grrwar1/136004.wav,40.368,/datasets/xeno_canto/491/136004.wav
grrwar1,356984.wav,/datasets/xeno_canto/491_dataset/grrwar1/356984.wav,16.997,/datasets/xeno_canto/491/356984.wav
grrwar1,135640.wav,/datasets/xeno_canto/491_dataset/grrwar1/135640.wav,103.387625,/datasets/xeno_canto/491/135640.wav
grrwar1,135424.wav,/datasets/xeno_canto/491_dataset/grrwar1/135424.wav,77.479188,/datasets/xeno_canto/491/135424.wav
grrwar1,134613.wav,/datasets/xeno_canto/491_dataset/grrwar1/134613.wav,66.298813,/datasets/xeno_canto/491/134613.wav
grrwar1,323584.wav,/datasets/xeno_canto/491_dataset/grrwar1/323584.wav,25.153,/datasets/xeno_canto/491/323584.wav
grrwar1,134483.wav,/datasets/xeno_canto/491_dataset/grrwar1/134483.wav,60.455875,/datasets/xeno_canto/491/134483.wav
grrwar1,134206.wav,/datasets/xeno_canto/491_dataset/grrwar1/134206.wav,22.416,/datasets/xeno_canto/491/134206.wav
grrwar1,322350.wav,/datasets/xeno_canto/491_dataset/grrwar1/322350.wav,47.490625,/datasets/xeno_canto/491/322350.wav
grrwar1,134089.wav,/datasets/xeno_canto/491_dataset/grrwar1/134089.wav,47.391188,/datasets/xeno_canto/491/134089.wav
grrwar1,321516.wav,/datasets/xeno_canto/491_dataset/grrwar1/321516.wav,30.445563,/datasets/xeno_canto/491/321516.wav
grrwar1,134082.wav,/datasets/xeno_canto/491_dataset/grrwar1/134082.wav,61.013563,/datasets/xeno_canto/491/134082.wav
grrwar1,320991.wav,/datasets/xeno_canto/491_dataset/grrwar1/320991.wav,68.68725,/datasets/xeno_canto/491/320991.wav
grrwar1,134071.wav,/datasets/xeno_canto/491_dataset/grrwar1/134071.wav,108.164938,/datasets/xeno_canto/491/134071.wav
grrwar1,320139.wav,/datasets/xeno_canto/491_dataset/grrwar1/320139.wav,73.53425,/datasets/xeno_canto/491/320139.wav
grrwar1,131536.wav,/datasets/xeno_canto/491_dataset/grrwar1/131536.wav,40.632,/datasets/xeno_canto/491/131536.wav
grrwar1,131004.wav,/datasets/xeno_canto/491_dataset/grrwar1/131004.wav,77.520063,/datasets/xeno_canto/491/131004.wav
grrwar1,177952.wav,/datasets/xeno_canto/491_dataset/grrwar1/177952.wav,30.493313,/datasets/xeno_canto/491/177952.wav
grrwar1,129487.wav,/datasets/xeno_canto/491_dataset/grrwar1/129487.wav,117.504,/datasets/xeno_canto/491/129487.wav
grrwar1,177280.wav,/datasets/xeno_canto/491_dataset/grrwar1/177280.wav,33.213438,/datasets/xeno_canto/491/177280.wav
grrwar1,162399.wav,/datasets/xeno_canto/491_dataset/grrwar1/162399.wav,15.048,/datasets/xeno_canto/491/162399.wav
grrwar1,478415.wav,/datasets/xeno_canto/491_dataset/grrwar1/478415.wav,105.360563,/datasets/xeno_canto/491/478415.wav
grrwar1,147908.wav,/datasets/xeno_canto/491_dataset/grrwar1/147908.wav,50.782063,/datasets/xeno_canto/491/147908.wav
grrwar1,147907.wav,/datasets/xeno_canto/491_dataset/grrwar1/147907.wav,76.094688,/datasets/xeno_canto/491/147907.wav
grrwar1,129485.wav,/datasets/xeno_canto/491_dataset/grrwar1/129485.wav,57.552,/datasets/xeno_canto/491/129485.wav
grrwar1,147906.wav,/datasets/xeno_canto/491_dataset/grrwar1/147906.wav,30.537125,/datasets/xeno_canto/491/147906.wav
grrwar1,121960.wav,/datasets/xeno_canto/491_dataset/grrwar1/121960.wav,100.429688,/datasets/xeno_canto/491/121960.wav
grrwar1,90984.wav,/datasets/xeno_canto/491_dataset/grrwar1/90984.wav,99.393125,/datasets/xeno_canto/491/90984.wav
grrwar1,318638.wav,/datasets/xeno_canto/491_dataset/grrwar1/318638.wav,12.408188,/datasets/xeno_canto/491/318638.wav
grrwar1,120933.wav,/datasets/xeno_canto/491_dataset/grrwar1/120933.wav,91.6845,/datasets/xeno_canto/491/120933.wav
grrwar1,477258.wav,/datasets/xeno_canto/491_dataset/grrwar1/477258.wav,31.44,/datasets/xeno_canto/491/477258.wav
grrwar1,81902.wav,/datasets/xeno_canto/491_dataset/grrwar1/81902.wav,79.41225,/datasets/xeno_canto/491/81902.wav
grrwar1,110375.wav,/datasets/xeno_canto/491_dataset/grrwar1/110375.wav,96.705313,/datasets/xeno_canto/491/110375.wav
grrwar1,71359.wav,/datasets/xeno_canto/491_dataset/grrwar1/71359.wav,44.617125,/datasets/xeno_canto/491/71359.wav
