primary_label,secondary_label,type,latitude,longitude,scientific_name,common_name,time,url,filename,q
grrwar1,"[""'Cisticola juncidis'"", "" 'Fulica atra'""]",song,40.7296,0.8496,Acrocephalus arundinaceus,Great Reed Warbler,08:30,//xeno-canto.org/178201,178201.wav,B
grrwar1,"[""'Phylloscopus collybita'""]",song,52.2482,13.8036,Acrocephalus arundinaceus,Great Reed Warbler,10:26,//xeno-canto.org/177308,177308.wav,B
grrwar1,"[""''""]",song,45.6084,18.7947,Acrocephalus arundinaceus,Great Reed Warbler,07:30,//xeno-canto.org/176250,176250.wav,B
grrwar1,"[""''""]",song,6.3174,1.3607,Acrocephalus arundinaceus,Great Reed Warbler,09:15,//xeno-canto.org/170897,170897.wav,B
grrwar1,"[""''""]",alarm call,-32.1915,24.5286,Acrocephalus arundinaceus,Great Reed Warbler,06:00,//xeno-canto.org/164030,164030.wav,B
grrwar1,"[""''""]",song,52.2417,6.8272,Acrocephalus arundinaceus,Great Reed Warbler,07:35,//xeno-canto.org/152778,152778.wav,B
grrwar1,"[""''""]","song, sub-song;",59.1776,15.3779,Acrocephalus arundinaceus,Great Reed Warbler,16:30,//xeno-canto.org/148553,148553.wav,B
grrwar1,"[""''""]",song,,,Acrocephalus arundinaceus,Great Reed Warbler,13:10,//xeno-canto.org/137496,137496.wav,B
grrwar1,"[""'Locustella luscinioides'""]",song,52.633,13.485,Acrocephalus arundinaceus,Great Reed Warbler,07:00,//xeno-canto.org/136096,136096.wav,B
grrwar1,"[""'Fringilla coelebs'"", "" 'Corvus corone'"", "" 'Sylvia atricapilla'""]",song,47.2808,11.1871,Acrocephalus arundinaceus,Great Reed Warbler,11:30,//xeno-canto.org/135436,135436.wav,B
grrwar1,"[""'Botaurus stellaris'""]","male, song",45.2191,8.1776,Acrocephalus arundinaceus,Great Reed Warbler,11:30,//xeno-canto.org/133684,133684.wav,B
grrwar1,"[""''""]","male, song",45.2191,8.1776,Acrocephalus arundinaceus,Great Reed Warbler,11:30,//xeno-canto.org/133683,133683.wav,B
grrwar1,"[""'Chlidonias leucopterus'"", "" 'Gallinula chloropus'"", "" 'Hirundo rustica'""]",song,46.4766,80.9005,Acrocephalus arundinaceus,Great Reed Warbler,10:58,//xeno-canto.org/120500,120500.wav,B
grrwar1,"[""''""]",calls young ,54.8609,46.5739,Acrocephalus arundinaceus,Great Reed Warbler,7-30,//xeno-canto.org/106398,106398.wav,B
grrwar1,"[""'Sylvia atricapilla'""]",song,46.359,6.152,Acrocephalus arundinaceus,Great Reed Warbler,11:00,//xeno-canto.org/103578,103578.wav,B
grrwar1,"[""'Luscinia megarhynchos'"", "" 'Phylloscopus trochilus'"", "" 'Acrocephalus scirpaceus'"", "" 'Turdus merula'"", "" 'Sturnus vulgaris'""]",Song,52.133,4.327,Acrocephalus arundinaceus,Great Reed Warbler,06:35,//xeno-canto.org/103439,103439.wav,B
grrwar1,"[""''""]",Song,60.804,4.967,Acrocephalus arundinaceus,Great Reed Warbler,19:00,//xeno-canto.org/102071,102071.wav,B
grrwar1,"[""'Parus major'"", "" 'Fringilla coelebs'""]",song,52.272,16.797,Acrocephalus arundinaceus,Great Reed Warbler,11:00 AM,//xeno-canto.org/100816,100816.wav,B
grrwar1,"[""'Acrocephalus scirpaceus'"", "" 'Acrocephalus schoenobaenus'""]",song,58.7698,23.547,Acrocephalus arundinaceus,Great Reed Warbler,11:15,//xeno-canto.org/100323,100323.wav,B
grrwar1,"[""'Ploceus cucullatus'""]",Song,-13.1834,31.7501,Acrocephalus arundinaceus,Great Reed Warbler,08:45,//xeno-canto.org/84313,84313.wav,B
grrwar1,"[""'Branta canadensis'"", "" 'Turdus philomelos'"", "" 'Chroicocephalus ridibundus'"", "" 'Phalacrocorax carbo'"", "" 'Locustella luscinioides'"", "" 'Acrocephalus scirpaceus'""]",subsong,49.27,8.518,Acrocephalus arundinaceus,Great Reed Warbler,9:00,//xeno-canto.org/81904,81904.wav,B
grrwar1,"[""'Chroicocephalus ridibundus'"", "" 'Acrocephalus scirpaceus'""]",song or subsong,56.0167,12.4834,Acrocephalus arundinaceus,Great Reed Warbler,11:50,//xeno-canto.org/77815,77815.wav,B
grrwar1,"[""''""]",song,42.123,-1.045,Acrocephalus arundinaceus,Great Reed Warbler,15:00,//xeno-canto.org/77639,77639.wav,B
grrwar1,"[""''""]",song,42.123,-1.045,Acrocephalus arundinaceus,Great Reed Warbler,15:00,//xeno-canto.org/77638,77638.wav,B
grrwar1,"[""''""]",song,42.123,-1.045,Acrocephalus arundinaceus,Great Reed Warbler,15:00,//xeno-canto.org/77637,77637.wav,B
grrwar1,"[""'Streptopelia capicola'"", "" 'Lonchura cucullata'""]",song,-3.353,29.268,Acrocephalus arundinaceus,Great Reed Warbler,09:00,//xeno-canto.org/70881,70881.wav,B
grrwar1,"[""''""]",Song,-24.65,28.694,Acrocephalus arundinaceus,Great Reed Warbler,08:22,//xeno-canto.org/57870,57870.wav,B
grrwar1,"[""''""]",Song,,,Acrocephalus arundinaceus,Great Reed Warbler,1200,//xeno-canto.org/53686,53686.wav,B
grrwar1,"[""'Turdus merula'"", "" 'Turdus philomelos'"", "" 'Erithacus rubecula'"", "" 'Troglodytes troglodytes'"", "" 'Phylloscopus trochilus'""]",Song,52.9703,-1.3264,Acrocephalus arundinaceus,Great Reed Warbler,7.45,//xeno-canto.org/50484,50484.wav,B
grrwar1,"[""'Acrocephalus schoenobaenus'""]",calls between young birds and an adult,52.5139,21.2026,Acrocephalus arundinaceus,Great Reed Warbler,19:00,//xeno-canto.org/37942,37942.wav,B
grrwar1,"[""'Turdus philomelos'""]",song,50.4501,17.1167,Acrocephalus arundinaceus,Great Reed Warbler,23:26,//xeno-canto.org/36379,36379.wav,B
grrwar1,"[""'Hirundo rustica'""]",Song,39.3164,26.7003,Acrocephalus arundinaceus,Great Reed Warbler,?,//xeno-canto.org/33842,33842.wav,B
grrwar1,"[""''""]",song,46.9676,7.0342,Acrocephalus arundinaceus,Great Reed Warbler,?,//xeno-canto.org/29710,29710.wav,B
grrwar1,"[""'Corvus corone'"", "" 'Sylvia atricapilla'"", "" 'Cuculus canorus'""]","call, song",46.1323,5.9406,Acrocephalus arundinaceus,Great Reed Warbler,?,//xeno-canto.org/29165,29165.wav,B
grrwar1,"[""'Locustella luscinioides'""]",song,53.5001,22.6501,Acrocephalus arundinaceus,Great Reed Warbler,xx:xx,//xeno-canto.org/25442,25442.wav,B
grrwar1,"[""'Locustella naevia'""]",song,53.5001,22.6501,Acrocephalus arundinaceus,Great Reed Warbler,xx:xx,//xeno-canto.org/25439,25439.wav,B
grrwar1,"[""'Passer domesticus'"", "" 'Acrocephalus arundinaceus'""]",Song,37.6834,31.7153,Acrocephalus arundinaceus,Great Reed Warbler,08:00,//xeno-canto.org/24963,24963.wav,B
grrwar1,"[""'Euplectes orix'"", "" 'Acrocephalus gracilirostris'""]","adult, flight call, sex uncertain",-26.6792,26.5829,Acrocephalus arundinaceus,Great Reed Warbler,16:00,//xeno-canto.org/694497,694497.wav,C
grrwar1,"[""'Phylloscopus collybita'"", "" 'Columba palumbus'"", "" 'Troglodytes troglodytes'"", "" 'Phasianus colchicus'"", "" 'Corvus frugilegus'""]","adult, male, song",55.2795,-1.581,Acrocephalus arundinaceus,Great Reed Warbler,05:14,//xeno-canto.org/674505,674505.wav,C
grrwar1,"[""'Lullula arborea'"", "" 'Alauda arvensis'"", "" 'Tachybaptus ruficollis'""]","life stage uncertain, sex uncertain, song",51.7615,16.6382,Acrocephalus arundinaceus,Great Reed Warbler,19:32,//xeno-canto.org/668303,668303.wav,C
grrwar1,"[""''""]","adult, male, song",53.1932,13.6153,Acrocephalus arundinaceus,Great Reed Warbler,14:00,//xeno-canto.org/665327,665327.wav,C
grrwar1,"[""''""]","call, life stage uncertain, sex uncertain",51.8012,16.6521,Acrocephalus arundinaceus,Great Reed Warbler,11:05,//xeno-canto.org/662849,662849.wav,C
grrwar1,"[""'Oriolus oriolus'""]","sex uncertain, song",41.5343,0.514,Acrocephalus arundinaceus,Great Reed Warbler,08:00,//xeno-canto.org/661344,661344.wav,C
grrwar1,"[""'Remiz pendulinus'""]","adult, song",51.803,24.103,Acrocephalus arundinaceus,Great Reed Warbler,07:05,//xeno-canto.org/652655,652655.wav,C
grrwar1,"[""'Acrocephalus schoenobaenus'"", "" 'Chroicocephalus ridibundus'"", "" 'Phylloscopus trochilus'"", "" 'Sylvia communis'"", "" 'Podiceps grisegena'"", "" 'Columba palumbus'""]",song,61.8273,16.7625,Acrocephalus arundinaceus,Great Reed Warbler,05:36,//xeno-canto.org/652415,652415.wav,C
grrwar1,"[""''""]",song,47.5037,9.6657,Acrocephalus arundinaceus,Great Reed Warbler,12:30,//xeno-canto.org/648002,648002.wav,C
grrwar1,"[""''""]",song,47.5037,9.6657,Acrocephalus arundinaceus,Great Reed Warbler,12:30,//xeno-canto.org/647999,647999.wav,C
grrwar1,"[""'Upupa epops'"", "" 'Tachybaptus ruficollis'""]","sex uncertain, song",41.5048,0.547,Acrocephalus arundinaceus,Great Reed Warbler,10:00,//xeno-canto.org/637895,637895.wav,C
grrwar1,"[""'Spilopelia senegalensis'"", "" 'Streptopelia capicola'"", "" 'Euplectes orix'""]","adult, song",-26.6177,26.2114,Acrocephalus arundinaceus,Great Reed Warbler,08:30,//xeno-canto.org/610709,610709.wav,C
grrwar1,"[""'Sylvia melanocephala'""]","call, song",39.6216,-0.2614,Acrocephalus arundinaceus,Great Reed Warbler,07:05,//xeno-canto.org/570078,570078.wav,C
grrwar1,"[""''""]",song,59.4366,13.5579,Acrocephalus arundinaceus,Great Reed Warbler,01:00,//xeno-canto.org/568683,568683.wav,C
grrwar1,"[""''""]",song,48.9501,4.9878,Acrocephalus arundinaceus,Great Reed Warbler,10:00,//xeno-canto.org/567144,567144.wav,C
grrwar1,"[""''""]","adult, male, song",45.3855,11.4788,Acrocephalus arundinaceus,Great Reed Warbler,18:30,//xeno-canto.org/566755,566755.wav,C
grrwar1,"[""''""]",call,46.9187,7.0338,Acrocephalus arundinaceus,Great Reed Warbler,07:30,//xeno-canto.org/564466,564466.wav,C
grrwar1,"[""'Chroicocephalus ridibundus'"", "" 'Alauda arvensis'"", "" 'Emberiza calandra'""]","adult, call, song",51.808,16.6472,Acrocephalus arundinaceus,Great Reed Warbler,19:45,//xeno-canto.org/563014,563014.wav,C
grrwar1,"[""''""]",song,58.7179,12.5116,Acrocephalus arundinaceus,Great Reed Warbler,20:45,//xeno-canto.org/562905,562905.wav,C
grrwar1,"[""''""]","adult, male, song",50.5639,13.5727,Acrocephalus arundinaceus,Great Reed Warbler,12:00,//xeno-canto.org/562040,562040.wav,C
grrwar1,"[""''""]",song,37.0978,-6.4101,Acrocephalus arundinaceus,Great Reed Warbler,11:00,//xeno-canto.org/561796,561796.wav,C
grrwar1,"[""''""]","male, song",52.1617,4.5638,Acrocephalus arundinaceus,Great Reed Warbler,10:46,//xeno-canto.org/561037,561037.wav,C
grrwar1,"[""''""]",song,59.3796,13.7887,Acrocephalus arundinaceus,Great Reed Warbler,06:13,//xeno-canto.org/555683,555683.wav,C
grrwar1,"[""''""]","male, song",41.0001,14.1953,Acrocephalus arundinaceus,Great Reed Warbler,07:30,//xeno-canto.org/549619,549619.wav,C
grrwar1,"[""'Cisticola chiniana'""]","begging call, song",-2.9965,37.6244,Acrocephalus arundinaceus,Great Reed Warbler,?,//xeno-canto.org/526084,526084.wav,C
grrwar1,"[""''""]","adult, sex uncertain, song",-17.863,35.3217,Acrocephalus arundinaceus,Great Reed Warbler,10:30,//xeno-canto.org/524528,524528.wav,C
grrwar1,"[""''""]","adult, male, song",46.6156,17.1676,Acrocephalus arundinaceus,Great Reed Warbler,05:00,//xeno-canto.org/518804,518804.wav,C
grrwar1,"[""'Luscinia luscinia'"", "" 'Corvus cornix'"", "" 'Fulica atra'"", "" 'Acrocephalus schoenobaenus'"", "" 'Emberiza schoeniclus'""]",song,60.2146,25.0101,Acrocephalus arundinaceus,Great Reed Warbler,06:45,//xeno-canto.org/489905,489905.wav,C
grrwar1,"[""''""]","male, song",47.73,37.395,Acrocephalus arundinaceus,Great Reed Warbler,11:00,//xeno-canto.org/483797,483797.wav,C
grrwar1,"[""''""]","male, song",47.73,37.395,Acrocephalus arundinaceus,Great Reed Warbler,11:00,//xeno-canto.org/483796,483796.wav,C
grrwar1,"[""'Hirundo rustica'"", "" 'Serinus serinus'""]",song,47.8888,18.761,Acrocephalus arundinaceus,Great Reed Warbler,16:30,//xeno-canto.org/480991,480991.wav,C
grrwar1,"[""'Acrocephalus scirpaceus'""]",song,56.9072,16.4392,Acrocephalus arundinaceus,Great Reed Warbler,15:00,//xeno-canto.org/480235,480235.wav,C
grrwar1,"[""'Fulica atra'""]",song,54.1297,8.8727,Acrocephalus arundinaceus,Great Reed Warbler,20:00,//xeno-canto.org/478497,478497.wav,C
grrwar1,"[""'Larus michahellis'"", "" 'Acrocephalus scirpaceus'""]",song,46.9794,7.0379,Acrocephalus arundinaceus,Great Reed Warbler,08:00,//xeno-canto.org/477908,477908.wav,C
grrwar1,"[""''""]",song,43.5519,3.9031,Acrocephalus arundinaceus,Great Reed Warbler,14:00,//xeno-canto.org/473397,473397.wav,C
grrwar1,"[""''""]",song,43.5497,3.9064,Acrocephalus arundinaceus,Great Reed Warbler,14:00,//xeno-canto.org/473393,473393.wav,C
grrwar1,"[""'Luscinia luscinia'"", "" 'Acrocephalus schoenobaenus'"", "" 'Larus canus'""]",song,60.2331,25.1615,Acrocephalus arundinaceus,Great Reed Warbler,01:00,//xeno-canto.org/457406,457406.wav,C
grrwar1,"[""''""]",song,52.1187,27.3521,Acrocephalus arundinaceus,Great Reed Warbler,11:00,//xeno-canto.org/431804,431804.wav,C
grrwar1,"[""''""]",song,52.1187,27.3521,Acrocephalus arundinaceus,Great Reed Warbler,11:00,//xeno-canto.org/431803,431803.wav,C
grrwar1,"[""''""]",song,45.4735,12.2749,Acrocephalus arundinaceus,Great Reed Warbler,05:00,//xeno-canto.org/421111,421111.wav,C
grrwar1,"[""'Euplectes orix'""]",song,-26.8158,26.6098,Acrocephalus arundinaceus,Great Reed Warbler,06:00,//xeno-canto.org/418744,418744.wav,C
grrwar1,"[""'Luscinia luscinia'""]",song,56.3879,16.4036,Acrocephalus arundinaceus,Great Reed Warbler,19:20,//xeno-canto.org/417291,417291.wav,C
grrwar1,"[""''""]","call, juvenile",46.7739,17.7431,Acrocephalus arundinaceus,Great Reed Warbler,12:30,//xeno-canto.org/416386,416386.wav,C
grrwar1,"[""''""]",song,45.0243,34.1899,Acrocephalus arundinaceus,Great Reed Warbler,08:30,//xeno-canto.org/416208,416208.wav,C
grrwar1,"[""''""]",song,45.0243,34.1899,Acrocephalus arundinaceus,Great Reed Warbler,08:30,//xeno-canto.org/416207,416207.wav,C
grrwar1,"[""''""]",song,45.0243,34.1899,Acrocephalus arundinaceus,Great Reed Warbler,09:30,//xeno-canto.org/415628,415628.wav,C
grrwar1,"[""'Cuculus canorus'"", "" 'Oriolus oriolus'""]",call,49.9716,18.8378,Acrocephalus arundinaceus,Great Reed Warbler,08:00,//xeno-canto.org/414527,414527.wav,C
grrwar1,"[""'Emberiza calandra'""]",song,44.6679,24.2967,Acrocephalus arundinaceus,Great Reed Warbler,12:00,//xeno-canto.org/409129,409129.wav,C
grrwar1,"[""''""]",song,52.1759,5.0921,Acrocephalus arundinaceus,Great Reed Warbler,12:00,//xeno-canto.org/376574,376574.wav,C
grrwar1,"[""''""]",song,46.1507,8.7995,Acrocephalus arundinaceus,Great Reed Warbler,10:30,//xeno-canto.org/373151,373151.wav,C
grrwar1,"[""''""]",song,46.1564,8.7929,Acrocephalus arundinaceus,Great Reed Warbler,09:30,//xeno-canto.org/373143,373143.wav,C
grrwar1,"[""''""]",song,46.1587,8.8032,Acrocephalus arundinaceus,Great Reed Warbler,09:30,//xeno-canto.org/372108,372108.wav,C
grrwar1,"[""''""]",song,43.7912,13.0281,Acrocephalus arundinaceus,Great Reed Warbler,15:00,//xeno-canto.org/368204,368204.wav,C
grrwar1,"[""''""]",song,-32.2204,24.5407,Acrocephalus arundinaceus,Great Reed Warbler,08:30,//xeno-canto.org/340562,340562.wav,C
grrwar1,"[""''""]",song,49.9737,18.9141,Acrocephalus arundinaceus,Great Reed Warbler,08:00,//xeno-canto.org/333365,333365.wav,C
grrwar1,"[""''""]",song,9.3,-1.7747,Acrocephalus arundinaceus,Great Reed Warbler,09:00,//xeno-canto.org/328584,328584.wav,C
grrwar1,"[""''""]",song,51.2602,22.5147,Acrocephalus arundinaceus,Great Reed Warbler,13:00,//xeno-canto.org/318036,318036.wav,C
grrwar1,"[""'Luscinia megarhynchos'""]",song,43.5497,3.9064,Acrocephalus arundinaceus,Great Reed Warbler,11:30,//xeno-canto.org/316460,316460.wav,C
grrwar1,"[""'Streptopelia capicola'""]",song,-33.6404,26.5691,Acrocephalus arundinaceus,Great Reed Warbler,07:30,//xeno-canto.org/309385,309385.wav,C
grrwar1,"[""'Acrocephalus gracilirostris'""]",call,-33.6949,26.6885,Acrocephalus arundinaceus,Great Reed Warbler,08:38,//xeno-canto.org/307007,307007.wav,C
grrwar1,"[""'Urolais epichlorus'"", "" 'Cinnyris reichenowi'""]",song,3.3514,8.6249,Acrocephalus arundinaceus,Great Reed Warbler,09:30,//xeno-canto.org/302948,302948.wav,C
grrwar1,"[""''""]",call,37.9388,-6.1819,Acrocephalus arundinaceus,Great Reed Warbler,?,//xeno-canto.org/280857,280857.wav,C
grrwar1,"[""'Alopochen aegyptiaca'""]",song,-24.673761,28.715632,Acrocephalus arundinaceus,Great Reed Warbler,08:00,//xeno-canto.org/279759,279759.wav,C
grrwar1,"[""'Troglodytes troglodytes'"", "" 'Phylloscopus collybita'"", "" 'Fulica atra'"", "" 'Turdus merula'"", "" 'Sylvia atricapilla'"", "" 'Emberiza schoeniclus'""]",song,52.5246,-1.968,Acrocephalus arundinaceus,Great Reed Warbler,14:20,//xeno-canto.org/243950,243950.wav,C
grrwar1,"[""''""]",song,43.6565,5.5596,Acrocephalus arundinaceus,Great Reed Warbler,07:30,//xeno-canto.org/241968,241968.wav,C
grrwar1,"[""''""]",call,0.0723,32.3482,Acrocephalus arundinaceus,Great Reed Warbler,10:08,//xeno-canto.org/240268,240268.wav,C
grrwar1,"[""''""]",call,54.5689,11.9426,Acrocephalus arundinaceus,Great Reed Warbler,15:04,//xeno-canto.org/208340,208340.wav,C
grrwar1,"[""'Sylvia curruca'""]",call,54.5689,11.9426,Acrocephalus arundinaceus,Great Reed Warbler,15:04,//xeno-canto.org/208339,208339.wav,C
grrwar1,"[""''""]",song,54.577,11.9226,Acrocephalus arundinaceus,Great Reed Warbler,16:44,//xeno-canto.org/208314,208314.wav,C
grrwar1,"[""''""]",song,54.577,11.9226,Acrocephalus arundinaceus,Great Reed Warbler,16:44,//xeno-canto.org/208313,208313.wav,C
grrwar1,"[""''""]",song,43.9373,15.5166,Acrocephalus arundinaceus,Great Reed Warbler,10:30,//xeno-canto.org/187378,187378.wav,C
grrwar1,"[""'Tringa glareola'""]",call,56.1056,47.5392,Acrocephalus arundinaceus,Great Reed Warbler,08:30,//xeno-canto.org/187084,187084.wav,C
grrwar1,"[""''""]","male, song",50.732,59.6352,Acrocephalus arundinaceus,Great Reed Warbler,05:00,//xeno-canto.org/182277,182277.wav,C
grrwar1,"[""''""]",song,51.5826,14.5844,Acrocephalus arundinaceus,Great Reed Warbler,10:00,//xeno-canto.org/181385,181385.wav,C
grrwar1,"[""''""]","male, song",37.2072,-6.1784,Acrocephalus arundinaceus,Great Reed Warbler,?,//xeno-canto.org/180964,180964.wav,C
grrwar1,"[""''""]","male, song",37.2072,-6.1784,Acrocephalus arundinaceus,Great Reed Warbler,?,//xeno-canto.org/180963,180963.wav,C
grrwar1,"[""''""]","male, song",37.2072,-6.1784,Acrocephalus arundinaceus,Great Reed Warbler,?,//xeno-canto.org/180962,180962.wav,C
grrwar1,"[""''""]","male, song",37.2072,-6.1784,Acrocephalus arundinaceus,Great Reed Warbler,?,//xeno-canto.org/180961,180961.wav,C
grrwar1,"[""''""]","male, song",37.2072,-6.1784,Acrocephalus arundinaceus,Great Reed Warbler,?,//xeno-canto.org/180960,180960.wav,C
grrwar1,"[""''""]","male, song",37.2072,-6.1784,Acrocephalus arundinaceus,Great Reed Warbler,?,//xeno-canto.org/180959,180959.wav,C
grrwar1,"[""''""]","male, song",37.1058,-6.2578,Acrocephalus arundinaceus,Great Reed Warbler,?,//xeno-canto.org/180958,180958.wav,C
grrwar1,"[""''""]",song,54.732,25.4059,Acrocephalus arundinaceus,Great Reed Warbler,13:00,//xeno-canto.org/180173,180173.wav,C
grrwar1,"[""''""]","male, song",52.9307,23.8671,Acrocephalus arundinaceus,Great Reed Warbler,11:19,//xeno-canto.org/178958,178958.wav,C
grrwar1,"[""''""]","male, song",52.9307,23.8671,Acrocephalus arundinaceus,Great Reed Warbler,10:15,//xeno-canto.org/178863,178863.wav,C
grrwar1,"[""'Chlidonias niger'"", "" 'Luscinia luscinia'"", "" 'Cuculus canorus'"", "" 'Hirundo rustica'"", "" 'Jynx torquilla'""]","male, song",53.2055,22.7112,Acrocephalus arundinaceus,Great Reed Warbler,07:28,//xeno-canto.org/178688,178688.wav,C
grrwar1,"[""'Chlidonias niger'"", "" 'Luscinia luscinia'"", "" 'Cuculus canorus'"", "" 'Hirundo rustica'"", "" 'Jynx torquilla'""]","male, song",53.2055,22.7112,Acrocephalus arundinaceus,Great Reed Warbler,07:24,//xeno-canto.org/178687,178687.wav,C
grrwar1,"[""'Chlidonias niger'"", "" 'Luscinia luscinia'"", "" 'Cuculus canorus'"", "" 'Hirundo rustica'"", "" 'Jynx torquilla'""]","male, song",53.2055,22.7112,Acrocephalus arundinaceus,Great Reed Warbler,07:20,//xeno-canto.org/178686,178686.wav,C
grrwar1,"[""'Fringilla coelebs'"", "" 'Chlidonias niger'"", "" 'Jynx torquilla'"", "" 'Luscinia luscinia'"", "" 'Turdus pilaris'"", "" 'Cuculus canorus'""]","male, song",53.2055,22.7112,Acrocephalus arundinaceus,Great Reed Warbler,07:16,//xeno-canto.org/178685,178685.wav,C
grrwar1,"[""'Fringilla coelebs'"", "" 'Chlidonias niger'"", "" 'Jynx torquilla'"", "" 'Luscinia luscinia'"", "" 'Turdus pilaris'"", "" 'Cuculus canorus'"", "" 'Parus major'""]","male, song",53.2055,22.7112,Acrocephalus arundinaceus,Great Reed Warbler,07:12,//xeno-canto.org/178684,178684.wav,C
grrwar1,"[""'Fringilla coelebs'"", "" 'Chlidonias niger'"", "" 'Jynx torquilla'"", "" 'Luscinia luscinia'"", "" 'Turdus pilaris'"", "" 'Cuculus canorus'""]","male, song",53.2055,22.7112,Acrocephalus arundinaceus,Great Reed Warbler,07:08,//xeno-canto.org/178683,178683.wav,C
grrwar1,"[""''""]",song,50.8399,3.3177,Acrocephalus arundinaceus,Great Reed Warbler,08:40,//xeno-canto.org/177952,177952.wav,C
grrwar1,"[""''""]",song,50.467,3.6858,Acrocephalus arundinaceus,Great Reed Warbler,10:30,//xeno-canto.org/177280,177280.wav,C
grrwar1,"[""''""]",call,43.389,28.4706,Acrocephalus arundinaceus,Great Reed Warbler,19:20,//xeno-canto.org/162399,162399.wav,C
grrwar1,"[""''""]",song,55.2724,46.3995,Acrocephalus arundinaceus,Great Reed Warbler,08:00,//xeno-canto.org/147908,147908.wav,C
grrwar1,"[""''""]",song,55.2715,46.398,Acrocephalus arundinaceus,Great Reed Warbler,08:00,//xeno-canto.org/147907,147907.wav,C
grrwar1,"[""''""]",song,55.2726,46.3978,Acrocephalus arundinaceus,Great Reed Warbler,08:00,//xeno-canto.org/147906,147906.wav,C
grrwar1,"[""'Chroicocephalus ridibundus'""]","male, song",56.1087,47.5543,Acrocephalus arundinaceus,Great Reed Warbler,04:30,//xeno-canto.org/133461,133461.wav,C
grrwar1,"[""''""]",song,52.443,21.094,Acrocephalus arundinaceus,Great Reed Warbler,21.29,//xeno-canto.org/90984,90984.wav,C
grrwar1,"[""'Branta canadensis'"", "" 'Chroicocephalus ridibundus'"", "" 'Locustella luscinioides'"", "" 'Acrocephalus scirpaceus'"", "" 'Troglodytes troglodytes'"", "" 'Sylvia atricapilla'"", "" 'Rallus aquaticus'""]",subsong,49.27,8.518,Acrocephalus arundinaceus,Great Reed Warbler,9:00,//xeno-canto.org/81902,81902.wav,C
grrwar1,"[""''""]",song,-33.9878,22.607,Acrocephalus arundinaceus,Great Reed Warbler,?:?,//xeno-canto.org/74564,74564.wav,C
grrwar1,"[""'Camaroptera brevicaudata'""]",Subsong,-3.3528,29.2678,Acrocephalus arundinaceus,Great Reed Warbler,09:00,//xeno-canto.org/71359,71359.wav,C
grrwar1,"[""'Turdus merula'"", "" 'Turdus philomelos'"", "" 'Troglodytes troglodytes'"", "" 'Phylloscopus trochilus'"", "" 'Phylloscopus collybita'""]",Song,52.9703,-1.3264,Acrocephalus arundinaceus,Great Reed Warbler,7.45,//xeno-canto.org/50483,50483.wav,C
grrwar1,"[""'Turdus merula'"", "" 'Troglodytes troglodytes'"", "" 'Gallinula chloropus'""]",Song,52.9703,-1.3264,Acrocephalus arundinaceus,Great Reed Warbler,7.45,//xeno-canto.org/50482,50482.wav,C
grrwar1,"[""'Centropus superciliosus'"", "" 'Streptopelia decipiens'"", "" 'Cisticola erythrops'""]",Call,-13.1834,31.7501,Acrocephalus arundinaceus,Great Reed Warbler,06:30,//xeno-canto.org/41450,41450.wav,C
grrwar1,"[""'Cuculus canorus'"", "" 'Turdus merula'"", "" 'Sylvia atricapilla'"", "" 'Acrocephalus scirpaceus'""]",song,46.1823,6.0234,Acrocephalus arundinaceus,Great Reed Warbler,?,//xeno-canto.org/29166,29166.wav,C
grrwar1,"[""''""]",song,45.0587,75.0473,Acrocephalus arundinaceus,Great Reed Warbler,11:00,//xeno-canto.org/22697,22697.wav,C
grrwar1,"[""'Chroicocephalus ridibundus'""]","adult, sex uncertain, song",53.2751,5.8168,Acrocephalus arundinaceus,Great Reed Warbler,19:08,//xeno-canto.org/699182,699182.wav,D
grrwar1,"[""''""]","adult, male, song",52.2077,5.0677,Acrocephalus arundinaceus,Great Reed Warbler,13:15,//xeno-canto.org/652471,652471.wav,D
grrwar1,"[""''""]","adult, male, song",49.634,26.2213,Acrocephalus arundinaceus,Great Reed Warbler,20:04,//xeno-canto.org/647240,647240.wav,D
grrwar1,"[""'Vanellus armatus'""]",song,-26.8165,26.6078,Acrocephalus arundinaceus,Great Reed Warbler,17:00,//xeno-canto.org/629219,629219.wav,D
grrwar1,"[""'Luscinia svecica'""]","adult, male, song",49.634,26.2213,Acrocephalus arundinaceus,Great Reed Warbler,20:25,//xeno-canto.org/571894,571894.wav,D
grrwar1,"[""''""]",call,41.0992,1.1604,Acrocephalus arundinaceus,Great Reed Warbler,09:30,//xeno-canto.org/569250,569250.wav,D
grrwar1,"[""''""]",song,41.0992,1.1604,Acrocephalus arundinaceus,Great Reed Warbler,09:30,//xeno-canto.org/569227,569227.wav,D
grrwar1,"[""''""]",song,45.4742,10.7159,Acrocephalus arundinaceus,Great Reed Warbler,11:20,//xeno-canto.org/566446,566446.wav,D
grrwar1,"[""''""]",song,59.3941,13.539,Acrocephalus arundinaceus,Great Reed Warbler,21:30,//xeno-canto.org/552261,552261.wav,D
grrwar1,"[""'Acrocephalus scirpaceus'"", "" 'Luscinia luscinia'"", "" 'Acrocephalus schoenobaenus'""]",song,60.444,15.539,Acrocephalus arundinaceus,Great Reed Warbler,01:31,//xeno-canto.org/482975,482975.wav,D
grrwar1,"[""''""]",song,49.9689,21.3234,Acrocephalus arundinaceus,Great Reed Warbler,09:30,//xeno-canto.org/413584,413584.wav,D
